Carga,Tempo (ms),Carga %,Tempo (min)
95.6,9655,95.6%,0.16091666666666668
95.5,9765,95.5%,0.16275
95.5,9875,95.5%,0.16458333333333333
95.4,9985,95.4%,0.16641666666666666
95.4,10094,95.4%,0.16823333333333335
95.3,10204,95.3%,0.17006666666666667
95.3,10314,95.3%,0.1719
95.2,10424,95.2%,0.17373333333333332
95.2,10533,95.2%,0.17555
95.1,10644,95.1%,0.1774
95.1,10754,95.1%,0.17923333333333333
95.0,10863,95.0%,0.18105
95.0,10974,95.0%,0.1829
94.9,11083,94.9%,0.18471666666666667
94.9,11194,94.9%,0.18656666666666666
94.8,11303,94.8%,0.18838333333333335
94.8,11414,94.8%,0.19023333333333334
94.7,11524,94.7%,0.19206666666666666
94.7,11633,94.7%,0.19388333333333332
94.6,11744,94.6%,0.19573333333333334
94.6,11853,94.6%,0.19755
94.5,11964,94.5%,0.1994
94.5,12073,94.5%,0.20121666666666665
94.4,12183,94.4%,0.20305
94.4,12294,94.4%,0.2049
94.3,12403,94.3%,0.20671666666666666
94.3,12514,94.3%,0.20856666666666668
94.2,12623,94.2%,0.21038333333333334
94.2,12733,94.2%,0.21221666666666666
94.1,12844,94.1%,0.21406666666666666
94.1,12953,94.1%,0.21588333333333334
94.0,13064,94.0%,0.21773333333333333
94.0,13173,94.0%,0.21955
93.9,13284,93.9%,0.2214
93.9,13393,93.9%,0.22321666666666667
93.8,13503,93.8%,0.22505
93.8,13614,93.8%,0.2269
93.7,13723,93.7%,0.22871666666666668
93.7,13834,93.7%,0.23056666666666667
93.6,13943,93.6%,0.23238333333333333
93.6,14053,93.6%,0.23421666666666666
93.5,14163,93.5%,0.23605
93.5,14273,93.5%,0.23788333333333334
93.4,14384,93.4%,0.23973333333333333
93.4,14493,93.4%,0.24155
93.3,14604,93.3%,0.2434
93.3,14713,93.3%,0.24521666666666667
93.2,14823,93.2%,0.24705
93.2,14934,93.2%,0.2489
93.1,15043,93.1%,0.25071666666666664
93.1,15154,93.1%,0.25256666666666666
93.0,15263,93.0%,0.25438333333333335
93.0,15374,93.0%,0.2562333333333333
92.9,15483,92.9%,0.25805
92.9,15594,92.9%,0.2599
92.8,15704,92.8%,0.2617333333333333
92.8,15813,92.8%,0.26355
92.7,15924,92.7%,0.2654
92.7,16033,92.7%,0.26721666666666666
92.6,16144,92.6%,0.2690666666666667
92.6,16253,92.6%,0.2708833333333333
92.5,16363,92.5%,0.27271666666666666
92.5,16474,92.5%,0.2745666666666667
92.4,16583,92.4%,0.2763833333333333
92.4,16694,92.4%,0.27823333333333333
92.3,16803,92.3%,0.28005
92.3,16914,92.3%,0.2819
92.2,17024,92.2%,0.28373333333333334
92.2,17134,92.2%,0.2855666666666667
92.1,17244,92.1%,0.2874
92.1,17353,92.1%,0.2892166666666667
92.0,17464,92.0%,0.29106666666666664
92.0,17573,92.0%,0.29288333333333333
91.9,17684,91.9%,0.29473333333333335
91.9,17794,91.9%,0.29656666666666665
91.8,17903,91.8%,0.29838333333333333
91.8,18014,91.8%,0.30023333333333335
91.7,18123,91.7%,0.30205
91.7,18234,91.7%,0.3039
91.6,18343,91.6%,0.3057166666666667
91.6,18454,91.6%,0.30756666666666665
91.5,18564,91.5%,0.3094
91.5,18673,91.5%,0.31121666666666664
91.4,18784,91.4%,0.31306666666666666
91.4,18893,91.4%,0.31488333333333335
91.3,19004,91.3%,0.3167333333333333
91.3,19113,91.3%,0.31855
91.2,19223,91.2%,0.32038333333333335
91.2,19334,91.2%,0.3222333333333333
91.1,19443,91.1%,0.32405
91.1,19554,91.1%,0.3259
91.0,19663,91.0%,0.32771666666666666
91.0,19773,91.0%,0.32955
90.9,19884,90.9%,0.3314
90.9,19993,90.9%,0.33321666666666666
90.8,20103,90.8%,0.33505
90.8,20213,90.8%,0.3368833333333333
90.7,20323,90.7%,0.33871666666666667
90.7,20433,90.7%,0.34055
90.6,20543,90.6%,0.3423833333333333
90.6,20654,90.6%,0.34423333333333334
90.5,20763,90.5%,0.34605
90.5,20873,90.5%,0.3478833333333333
90.4,20983,90.4%,0.3497166666666667
90.4,21093,90.4%,0.35155
90.3,21203,90.3%,0.3533833333333333
90.3,21313,90.3%,0.3552166666666667
90.2,21423,90.2%,0.35705
90.2,21533,90.2%,0.35888333333333333
90.1,21643,90.1%,0.3607166666666667
90.1,21753,90.1%,0.36255
90.0,21863,90.0%,0.36438333333333334
90.0,21972,90.0%,0.3662
89.9,22083,89.9%,0.36805
89.9,22193,89.9%,0.36988333333333334
89.8,22303,89.8%,0.37171666666666664
89.8,22413,89.8%,0.37355
89.7,22523,89.7%,0.37538333333333335
89.7,22633,89.7%,0.37721666666666664
89.6,22743,89.6%,0.37905
89.6,22853,89.6%,0.38088333333333335
89.5,22963,89.5%,0.38271666666666665
89.5,23073,89.5%,0.38455
89.4,23183,89.4%,0.38638333333333336
89.4,23293,89.4%,0.38821666666666665
89.3,23403,89.3%,0.39005
89.3,23513,89.3%,0.3918833333333333
89.2,23623,89.2%,0.39371666666666666
89.2,23733,89.2%,0.39555
89.1,23843,89.1%,0.3973833333333333
89.1,23953,89.1%,0.39921666666666666
89.0,24062,89.0%,0.40103333333333335
89.0,24173,89.0%,0.4028833333333333
88.9,24283,88.9%,0.40471666666666667
88.9,24393,88.9%,0.40655
88.8,24503,88.8%,0.4083833333333333
88.8,24613,88.8%,0.4102166666666667
88.7,24723,88.7%,0.41205
88.7,24833,88.7%,0.4138833333333333
88.6,24943,88.6%,0.4157166666666667
88.6,25053,88.6%,0.41755
88.5,25163,88.5%,0.41938333333333333
88.5,25273,88.5%,0.4212166666666667
88.4,25382,88.4%,0.4230333333333333
88.4,25493,88.4%,0.42488333333333334
88.3,25603,88.3%,0.4267166666666667
88.3,25713,88.3%,0.42855
88.2,25823,88.2%,0.43038333333333334
88.2,25932,88.2%,0.4322
88.1,26043,88.1%,0.43405
88.1,26152,88.1%,0.4358666666666667
88.0,26263,88.0%,0.43771666666666664
88.0,26373,88.0%,0.43955
87.9,26482,87.9%,0.4413666666666667
87.9,26593,87.9%,0.44321666666666665
87.8,26702,87.8%,0.44503333333333334
87.8,26813,87.8%,0.44688333333333335
87.7,26923,87.7%,0.44871666666666665
87.7,27033,87.7%,0.45055
87.6,27143,87.6%,0.45238333333333336
87.6,27252,87.6%,0.4542
87.5,27363,87.5%,0.45605
87.5,27472,87.5%,0.45786666666666664
87.4,27583,87.4%,0.45971666666666666
87.4,27693,87.4%,0.46155
87.3,27802,87.3%,0.46336666666666665
87.3,27913,87.3%,0.46521666666666667
87.2,28022,87.2%,0.46703333333333336
87.2,28133,87.2%,0.4688833333333333
87.1,28242,87.1%,0.4707
87.1,28353,87.1%,0.47255
87.0,28463,87.0%,0.4743833333333333
87.0,28572,87.0%,0.4762
86.9,28683,86.9%,0.47805
86.9,28792,86.9%,0.47986666666666666
86.8,28903,86.8%,0.4817166666666667
86.8,29012,86.8%,0.4835333333333333
86.7,29123,86.7%,0.48538333333333333
86.7,29233,86.7%,0.4872166666666667
86.6,29342,86.6%,0.4890333333333333
86.6,29453,86.6%,0.49088333333333334
86.5,29562,86.5%,0.4927
86.5,29673,86.5%,0.49455
86.4,29783,86.4%,0.49638333333333334
86.4,29893,86.4%,0.49821666666666664
86.3,30003,86.3%,0.50005
86.3,30112,86.3%,0.5018666666666667
86.2,30223,86.2%,0.5037166666666667
86.2,30332,86.2%,0.5055333333333333
86.1,30443,86.1%,0.5073833333333333
86.1,30553,86.1%,0.5092166666666667
86.0,30662,86.0%,0.5110333333333333
86.0,30773,86.0%,0.5128833333333334
85.9,30882,85.9%,0.5147
85.9,30993,85.9%,0.51655
85.8,31102,85.8%,0.5183666666666666
85.8,31212,85.8%,0.5202
85.7,31323,85.7%,0.52205
85.7,31432,85.7%,0.5238666666666667
85.6,31543,85.6%,0.5257166666666667
85.6,31652,85.6%,0.5275333333333333
85.5,31763,85.5%,0.5293833333333333
85.5,31873,85.5%,0.5312166666666667
85.4,31982,85.4%,0.5330333333333334
85.4,32093,85.4%,0.5348833333333334
85.3,32202,85.3%,0.5367
85.3,32313,85.3%,0.53855
85.2,32422,85.2%,0.5403666666666667
85.2,32533,85.2%,0.5422166666666667
85.1,32643,85.1%,0.54405
85.1,32752,85.1%,0.5458666666666666
85.0,32863,85.0%,0.5477166666666666
85.0,32972,85.0%,0.5495333333333333
84.9,33083,84.9%,0.5513833333333333
84.9,33192,84.9%,0.5532
84.8,33303,84.8%,0.55505
84.8,33413,84.8%,0.5568833333333333
84.7,33522,84.7%,0.5587
84.7,33633,84.7%,0.56055
84.6,33742,84.6%,0.5623666666666667
84.6,33853,84.6%,0.5642166666666667
84.5,33963,84.5%,0.56605
84.5,34073,84.5%,0.5678833333333333
84.4,34183,84.4%,0.5697166666666666
84.4,34292,84.4%,0.5715333333333333
84.3,34403,84.3%,0.5733833333333334
84.3,34512,84.3%,0.5752
84.2,34623,84.2%,0.57705
84.2,34733,84.2%,0.5788833333333333
84.1,34842,84.1%,0.5807
84.1,34953,84.1%,0.58255
84.0,35062,84.0%,0.5843666666666667
84.0,35173,84.0%,0.5862166666666667
83.9,35282,83.9%,0.5880333333333333
83.9,35393,83.9%,0.5898833333333333
83.8,35503,83.8%,0.5917166666666667
83.8,35613,83.8%,0.59355
83.7,35723,83.7%,0.5953833333333334
83.7,35833,83.7%,0.5972166666666666
83.6,35944,83.6%,0.5990666666666666
83.6,36054,83.6%,0.6009
83.5,36164,83.5%,0.6027333333333333
83.5,36274,83.5%,0.6045666666666667
83.4,36384,83.4%,0.6064
83.4,36494,83.4%,0.6082333333333333
83.3,36603,83.3%,0.61005
83.3,36714,83.3%,0.6119
83.2,36824,83.2%,0.6137333333333334
83.2,36934,83.2%,0.6155666666666667
83.1,37044,83.1%,0.6174
83.1,37154,83.1%,0.6192333333333333
83.0,37264,83.0%,0.6210666666666667
83.0,37374,83.0%,0.6229
82.9,37484,82.9%,0.6247333333333334
82.9,37595,82.9%,0.6265833333333334
82.8,37704,82.8%,0.6284
82.8,37815,82.8%,0.63025
82.7,37924,82.7%,0.6320666666666667
82.7,38035,82.7%,0.6339166666666667
82.6,38145,82.6%,0.63575
82.6,38255,82.6%,0.6375833333333333
82.5,38365,82.5%,0.6394166666666666
82.5,38475,82.5%,0.64125
82.4,38585,82.4%,0.6430833333333333
82.4,38695,82.4%,0.6449166666666667
82.3,38805,82.3%,0.64675
82.3,38916,82.3%,0.6486
82.2,39025,82.2%,0.6504166666666666
82.2,39136,82.2%,0.6522666666666667
82.1,39245,82.1%,0.6540833333333333
82.1,39356,82.1%,0.6559333333333334
82.0,39465,82.0%,0.65775
82.0,39576,82.0%,0.6596
81.9,39687,81.9%,0.66145
81.9,39796,81.9%,0.6632666666666667
81.8,39906,81.8%,0.6651
81.8,40016,81.8%,0.6669333333333334
81.7,40126,81.7%,0.6687666666666666
81.7,40237,81.7%,0.6706166666666666
81.6,40346,81.6%,0.6724333333333333
81.6,40457,81.6%,0.6742833333333333
81.5,40567,81.5%,0.6761166666666667
81.5,40677,81.5%,0.67795
81.4,40786,81.4%,0.6797666666666666
81.4,40897,81.4%,0.6816166666666666
81.3,41007,81.3%,0.68345
81.3,41117,81.3%,0.6852833333333334
81.2,41227,81.2%,0.6871166666666667
81.2,41337,81.2%,0.68895
81.1,41447,81.1%,0.6907833333333333
81.1,41558,81.1%,0.6926333333333333
81.0,41667,81.0%,0.69445
81.0,41777,81.0%,0.6962833333333334
80.9,41887,80.9%,0.6981166666666667
80.9,41997,80.9%,0.69995
80.8,42107,80.8%,0.7017833333333333
80.8,42217,80.8%,0.7036166666666667
80.7,42328,80.7%,0.7054666666666667
80.7,42437,80.7%,0.7072833333333334
80.6,42548,80.6%,0.7091333333333333
80.6,42657,80.6%,0.71095
80.5,42768,80.5%,0.7128
80.5,42877,80.5%,0.7146166666666667
80.4,42988,80.4%,0.7164666666666667
80.4,43098,80.4%,0.7183
80.3,43208,80.3%,0.7201333333333333
80.3,43318,80.3%,0.7219666666666666
80.2,43428,80.2%,0.7238
80.2,43538,80.2%,0.7256333333333334
80.1,43649,80.1%,0.7274833333333334
80.1,43758,80.1%,0.7293
80.0,43869,80.0%,0.73115
80.0,43978,80.0%,0.7329666666666667
79.9,44089,79.9%,0.7348166666666667
79.9,44198,79.9%,0.7366333333333334
79.8,44309,79.8%,0.7384833333333334
79.8,44419,79.8%,0.7403166666666666
79.7,44529,79.7%,0.74215
79.7,44639,79.7%,0.7439833333333333
79.6,44749,79.6%,0.7458166666666667
79.6,44859,79.6%,0.74765
79.5,44969,79.5%,0.7494833333333333
79.5,45079,79.5%,0.7513166666666666
79.4,45190,79.4%,0.7531666666666667
79.4,45299,79.4%,0.7549833333333333
79.3,45410,79.3%,0.7568333333333334
79.3,45519,79.3%,0.75865
79.2,45630,79.2%,0.7605
79.2,45740,79.2%,0.7623333333333333
79.1,45850,79.1%,0.7641666666666667
79.1,45960,79.1%,0.766
79.0,46070,79.0%,0.7678333333333334
79.0,46180,79.0%,0.7696666666666667
78.9,46289,78.9%,0.7714833333333333
78.9,46400,78.9%,0.7733333333333333
78.8,46510,78.8%,0.7751666666666667
78.8,46620,78.8%,0.777
78.7,46730,78.7%,0.7788333333333334
78.7,46840,78.7%,0.7806666666666666
78.6,46950,78.6%,0.7825
78.6,47060,78.6%,0.7843333333333333
78.5,47170,78.5%,0.7861666666666667
78.5,47281,78.5%,0.7880166666666667
78.4,47391,78.4%,0.78985
78.4,47501,78.4%,0.7916833333333333
78.3,47610,78.3%,0.7935
78.3,47721,78.3%,0.79535
78.2,47831,78.2%,0.7971833333333334
78.2,47941,78.2%,0.7990166666666667
78.1,48051,78.1%,0.80085
78.1,48161,78.1%,0.8026833333333333
78.0,48271,78.0%,0.8045166666666667
78.0,48381,78.0%,0.80635
77.9,48491,77.9%,0.8081833333333334
77.9,48602,77.9%,0.8100333333333334
77.8,48711,77.8%,0.81185
77.8,48822,77.8%,0.8137
77.7,48931,77.7%,0.8155166666666667
77.7,49042,77.7%,0.8173666666666667
77.6,49152,77.6%,0.8192
77.6,49262,77.6%,0.8210333333333333
77.5,49372,77.5%,0.8228666666666666
77.5,49482,77.5%,0.8247
77.4,49592,77.4%,0.8265333333333333
77.4,49701,77.4%,0.82835
77.3,49812,77.3%,0.8302
77.3,49922,77.3%,0.8320333333333333
77.2,50032,77.2%,0.8338666666666666
77.2,50142,77.2%,0.8357
77.1,50252,77.1%,0.8375333333333334
77.1,50362,77.1%,0.8393666666666667
77.0,50472,77.0%,0.8412
77.0,50582,77.0%,0.8430333333333333
76.9,50692,76.9%,0.8448666666666667
76.9,50802,76.9%,0.8467
76.8,50912,76.8%,0.8485333333333334
76.8,51022,76.8%,0.8503666666666667
76.7,51132,76.7%,0.8522
76.7,51243,76.7%,0.85405
76.6,51352,76.6%,0.8558666666666667
76.6,51463,76.6%,0.8577166666666667
76.5,51572,76.5%,0.8595333333333334
76.5,51683,76.5%,0.8613833333333333
76.4,51792,76.4%,0.8632
76.4,51902,76.4%,0.8650333333333333
76.3,52013,76.3%,0.8668833333333333
76.3,52122,76.3%,0.8687
76.2,52233,76.2%,0.87055
76.2,52343,76.2%,0.8723833333333333
76.1,52453,76.1%,0.8742166666666666
76.1,52563,76.1%,0.87605
76.0,52673,76.0%,0.8778833333333333
76.0,52783,76.0%,0.8797166666666667
75.9,52893,75.9%,0.88155
75.9,53003,75.9%,0.8833833333333333
75.8,53113,75.8%,0.8852166666666667
75.8,53223,75.8%,0.88705
75.7,53334,75.7%,0.8889
75.7,53443,75.7%,0.8907166666666667
75.6,53554,75.6%,0.8925666666666666
75.6,53663,75.6%,0.8943833333333333
75.5,53773,75.5%,0.8962166666666667
75.5,53883,75.5%,0.89805
75.4,53993,75.4%,0.8998833333333334
75.4,54104,75.4%,0.9017333333333334
75.3,54213,75.3%,0.90355
75.3,54324,75.3%,0.9054
75.2,54433,75.2%,0.9072166666666667
75.2,54544,75.2%,0.9090666666666667
75.1,54653,75.1%,0.9108833333333334
75.1,54764,75.1%,0.9127333333333333
75.0,54874,75.0%,0.9145666666666666
75.0,54984,75.0%,0.9164
74.9,55094,74.9%,0.9182333333333333
74.9,55204,74.9%,0.9200666666666667
74.8,55314,74.8%,0.9219
74.8,55424,74.8%,0.9237333333333333
74.7,55534,74.7%,0.9255666666666666
74.7,55644,74.7%,0.9274
74.6,55754,74.6%,0.9292333333333334
74.6,55864,74.6%,0.9310666666666667
74.5,55974,74.5%,0.9329
74.5,56084,74.5%,0.9347333333333333
74.4,56195,74.4%,0.9365833333333333
74.4,56304,74.4%,0.9384
74.3,56414,74.3%,0.9402333333333334
74.3,56524,74.3%,0.9420666666666667
74.2,56634,74.2%,0.9439
74.2,56744,74.2%,0.9457333333333333
74.1,56854,74.1%,0.9475666666666667
74.1,56965,74.1%,0.9494166666666667
74.0,57074,74.0%,0.9512333333333334
74.0,57185,74.0%,0.9530833333333333
73.9,57294,73.9%,0.9549
73.9,57405,73.9%,0.95675
73.8,57515,73.8%,0.9585833333333333
73.8,57624,73.8%,0.9604
73.7,57735,73.7%,0.96225
73.7,57844,73.7%,0.9640666666666666
73.6,57955,73.6%,0.9659166666666666
73.6,58064,73.6%,0.9677333333333333
73.5,58175,73.5%,0.9695833333333334
73.5,58285,73.5%,0.9714166666666667
73.4,58395,73.4%,0.97325
73.4,58505,73.4%,0.9750833333333333
73.3,58615,73.3%,0.9769166666666667
73.3,58725,73.3%,0.97875
73.2,58835,73.2%,0.9805833333333334
73.2,58945,73.2%,0.9824166666666667
73.1,59056,73.1%,0.9842666666666666
73.1,59165,73.1%,0.9860833333333333
73.0,59276,73.0%,0.9879333333333333
73.0,59385,73.0%,0.98975
72.9,59496,72.9%,0.9916
72.9,59606,72.9%,0.9934333333333333
72.8,59716,72.8%,0.9952666666666666
72.8,59826,72.8%,0.9971
72.7,59935,72.7%,0.9989166666666667
72.7,60046,72.7%,1.0007666666666666
72.6,60155,72.6%,1.0025833333333334
72.6,60266,72.6%,1.0044333333333333
72.5,60376,72.5%,1.0062666666666666
72.5,60486,72.5%,1.0081
72.4,60596,72.4%,1.0099333333333333
72.4,60706,72.4%,1.0117666666666667
72.3,60816,72.3%,1.0136
72.3,60925,72.3%,1.0154166666666666
72.2,61036,72.2%,1.0172666666666668
72.2,61146,72.2%,1.0191
72.1,61256,72.1%,1.0209333333333332
72.1,61366,72.1%,1.0227666666666666
72.0,61475,72.0%,1.0245833333333334
72.0,61586,72.0%,1.0264333333333333
71.9,61696,71.9%,1.0282666666666667
71.9,61806,71.9%,1.0301
71.8,61916,71.8%,1.0319333333333334
71.8,62026,71.8%,1.0337666666666667
71.7,62136,71.7%,1.0356
71.7,62246,71.7%,1.0374333333333334
71.6,62356,71.6%,1.0392666666666666
71.6,62467,71.6%,1.0411166666666667
71.5,62576,71.5%,1.0429333333333333
71.5,62687,71.5%,1.0447833333333334
71.4,62796,71.4%,1.0466
71.4,62907,71.4%,1.04845
71.3,63016,71.3%,1.0502666666666667
71.3,63126,71.3%,1.0521
71.2,63237,71.2%,1.05395
71.2,63347,71.2%,1.0557833333333333
71.1,63457,71.1%,1.0576166666666666
71.1,63567,71.1%,1.05945
71.0,63677,71.0%,1.0612833333333334
71.0,63788,71.0%,1.0631333333333333
70.9,63897,70.9%,1.06495
70.9,64008,70.9%,1.0668
70.8,64117,70.8%,1.0686166666666668
70.8,64228,70.8%,1.0704666666666667
70.7,64337,70.7%,1.0722833333333333
70.7,64447,70.7%,1.0741166666666666
70.6,64558,70.6%,1.0759666666666667
70.6,64667,70.6%,1.0777833333333333
70.5,64778,70.5%,1.0796333333333332
70.5,64887,70.5%,1.08145
70.4,64998,70.4%,1.0833
70.4,65107,70.4%,1.0851166666666667
70.3,65218,70.3%,1.0869666666666666
70.3,65328,70.3%,1.0888
70.2,65438,70.2%,1.0906333333333333
70.2,65548,70.2%,1.0924666666666667
70.1,65658,70.1%,1.0943
70.1,65768,70.1%,1.0961333333333334
70.0,65878,70.0%,1.0979666666666668
70.0,65988,70.0%,1.0998
69.9,66098,69.9%,1.1016333333333332
69.9,66208,69.9%,1.1034666666666666
69.8,66318,69.8%,1.1053
69.8,66428,69.8%,1.1071333333333333
69.7,66538,69.7%,1.1089666666666667
69.7,66649,69.7%,1.1108166666666666
69.6,66758,69.6%,1.1126333333333334
69.6,66868,69.6%,1.1144666666666667
69.5,66978,69.5%,1.1163
69.5,67088,69.5%,1.1181333333333334
69.4,67198,69.4%,1.1199666666666668
69.4,67308,69.4%,1.1218
69.3,67419,69.3%,1.12365
69.3,67528,69.3%,1.1254666666666666
69.2,67639,69.2%,1.1273166666666667
69.2,67748,69.2%,1.1291333333333333
69.1,67859,69.1%,1.1309833333333332
69.1,67969,69.1%,1.1328166666666666
69.0,68079,69.0%,1.13465
69.0,68189,69.0%,1.1364833333333333
68.9,68299,68.9%,1.1383166666666666
68.9,68409,68.9%,1.14015
68.8,68519,68.8%,1.1419833333333334
68.8,68629,68.8%,1.1438166666666667
68.7,68739,68.7%,1.14565
68.7,68849,68.7%,1.1474833333333334
68.6,68959,68.6%,1.1493166666666668
68.6,69069,68.6%,1.15115
68.5,69179,68.5%,1.1529833333333332
68.5,69289,68.5%,1.1548166666666666
68.4,69399,68.4%,1.15665
68.4,69510,68.4%,1.1585
68.3,69619,68.3%,1.1603166666666667
68.3,69730,68.3%,1.1621666666666666
68.2,69839,68.2%,1.1639833333333334
68.2,69949,68.2%,1.1658166666666667
68.1,70060,68.1%,1.1676666666666666
68.1,70169,68.1%,1.1694833333333334
68.0,70280,68.0%,1.1713333333333333
68.0,70389,68.0%,1.17315
67.9,70500,67.9%,1.175
67.9,70609,67.9%,1.1768166666666666
67.8,70720,67.8%,1.1786666666666668
67.8,70830,67.8%,1.1805
67.7,70939,67.7%,1.1823166666666667
67.7,71050,67.7%,1.1841666666666666
67.6,71159,67.6%,1.1859833333333334
67.6,71270,67.6%,1.1878333333333333
67.5,71379,67.5%,1.18965
67.5,71490,67.5%,1.1915
67.4,71600,67.4%,1.1933333333333334
67.4,71710,67.4%,1.1951666666666667
67.3,71820,67.3%,1.197
67.3,71929,67.3%,1.1988166666666666
67.2,72040,67.2%,1.2006666666666668
67.2,72150,67.2%,1.2025
67.1,72260,67.1%,1.2043333333333333
67.1,72370,67.1%,1.2061666666666666
67.0,72480,67.0%,1.208
67.0,72590,67.0%,1.2098333333333333
66.9,72700,66.9%,1.2116666666666667
66.9,72810,66.9%,1.2135
66.8,72921,66.8%,1.21535
66.8,73030,66.8%,1.2171666666666667
66.7,73140,66.7%,1.219
66.7,73250,66.7%,1.2208333333333334
66.6,73360,66.6%,1.2226666666666666
66.6,73470,66.6%,1.2245
66.5,73580,66.5%,1.2263333333333333
66.5,73691,66.5%,1.2281833333333334
66.4,73800,66.4%,1.23
66.4,73911,66.4%,1.23185
66.3,74020,66.3%,1.2336666666666667
66.3,74130,66.3%,1.2355
66.2,74241,66.2%,1.23735
66.2,74350,66.2%,1.2391666666666667
66.1,74461,66.1%,1.2410166666666667
66.1,74570,66.1%,1.2428333333333332
66.0,74681,66.0%,1.2446833333333334
66.0,74790,66.0%,1.2465
65.9,74901,65.9%,1.24835
65.9,75011,65.9%,1.2501833333333334
65.8,75121,65.8%,1.2520166666666668
65.8,75231,65.8%,1.25385
65.7,75341,65.7%,1.2556833333333333
65.7,75451,65.7%,1.2575166666666666
65.6,75561,65.6%,1.25935
65.6,75671,65.6%,1.2611833333333333
65.5,75782,65.5%,1.2630333333333332
65.5,75891,65.5%,1.26485
65.4,76002,65.4%,1.2667
65.4,76111,65.4%,1.2685166666666667
65.3,76221,65.3%,1.27035
65.3,76332,65.3%,1.2722
65.2,76441,65.2%,1.2740166666666666
65.2,76552,65.2%,1.2758666666666667
65.1,76661,65.1%,1.2776833333333333
65.1,76772,65.1%,1.2795333333333334
65.0,76881,65.0%,1.28135
65.0,76992,65.0%,1.2832
64.9,77102,64.9%,1.2850333333333332
64.9,77211,64.9%,1.28685
64.8,77322,64.8%,1.2887
64.8,77431,64.8%,1.2905166666666668
64.7,77542,64.7%,1.2923666666666667
64.7,77651,64.7%,1.2941833333333332
64.6,77762,64.6%,1.2960333333333334
64.6,77872,64.6%,1.2978666666666667
64.5,77982,64.5%,1.2997
64.5,78092,64.5%,1.3015333333333334
64.4,78201,64.4%,1.30335
