Carga,Tempo (ms),Carga %,Tempo (min)
95.5,9771,95.5%,0.16285
95.5,9880,95.5%,0.16466666666666666
95.4,9991,95.4%,0.16651666666666667
95.4,10100,95.4%,0.16833333333333333
95.3,10210,95.3%,0.17016666666666666
95.3,10319,95.3%,0.17198333333333332
95.2,10430,95.2%,0.17383333333333334
95.2,10540,95.2%,0.17566666666666667
95.1,10649,95.1%,0.17748333333333333
95.1,10759,95.1%,0.17931666666666668
95.0,10869,95.0%,0.18115
95.0,10979,95.0%,0.18298333333333333
94.9,11088,94.9%,0.1848
94.9,11199,94.9%,0.18665
94.8,11309,94.8%,0.18848333333333334
94.8,11419,94.8%,0.19031666666666666
94.7,11529,94.7%,0.19215
94.7,11638,94.7%,0.19396666666666668
94.6,11749,94.6%,0.19581666666666667
94.6,11858,94.6%,0.19763333333333333
94.5,11968,94.5%,0.19946666666666665
94.5,12079,94.5%,0.20131666666666667
94.4,12188,94.4%,0.20313333333333333
94.4,12299,94.4%,0.20498333333333332
94.3,12408,94.3%,0.2068
94.3,12519,94.3%,0.20865
94.2,12628,94.2%,0.21046666666666666
94.2,12739,94.2%,0.21231666666666665
94.1,12849,94.1%,0.21415
94.1,12959,94.1%,0.21598333333333333
94.0,13069,94.0%,0.21781666666666666
94.0,13178,94.0%,0.21963333333333335
93.9,13289,93.9%,0.22148333333333334
93.9,13399,93.9%,0.22331666666666666
93.8,13509,93.8%,0.22515
93.8,13619,93.8%,0.22698333333333334
93.7,13728,93.7%,0.2288
93.7,13839,93.7%,0.23065
93.6,13948,93.6%,0.23246666666666665
93.6,14059,93.6%,0.23431666666666667
93.5,14169,93.5%,0.23615
93.5,14279,93.5%,0.23798333333333332
93.4,14389,93.4%,0.23981666666666668
93.4,14498,93.4%,0.24163333333333334
93.3,14609,93.3%,0.24348333333333333
93.3,14718,93.3%,0.2453
93.2,14829,93.2%,0.24715
93.2,14939,93.2%,0.24898333333333333
93.1,15048,93.1%,0.2508
93.1,15159,93.1%,0.25265
93.0,15268,93.0%,0.2544666666666667
93.0,15379,93.0%,0.2563166666666667
92.9,15489,92.9%,0.25815
92.9,15599,92.9%,0.25998333333333334
92.8,15709,92.8%,0.26181666666666664
92.8,15819,92.8%,0.26365
92.7,15929,92.7%,0.26548333333333335
92.7,16038,92.7%,0.2673
92.6,16149,92.6%,0.26915
92.6,16259,92.6%,0.27098333333333335
92.5,16369,92.5%,0.27281666666666665
92.5,16479,92.5%,0.27465
92.4,16588,92.4%,0.2764666666666667
92.4,16699,92.4%,0.27831666666666666
92.3,16809,92.3%,0.28015
92.3,16919,92.3%,0.2819833333333333
92.2,17029,92.2%,0.28381666666666666
92.2,17139,92.2%,0.28565
92.1,17249,92.1%,0.2874833333333333
92.1,17359,92.1%,0.28931666666666667
92.0,17469,92.0%,0.29115
92.0,17579,92.0%,0.2929833333333333
91.9,17689,91.9%,0.29481666666666667
91.9,17799,91.9%,0.29665
91.8,17909,91.8%,0.2984833333333333
91.8,18019,91.8%,0.3003166666666667
91.7,18129,91.7%,0.30215
91.7,18239,91.7%,0.3039833333333333
91.6,18350,91.6%,0.30583333333333335
91.6,18459,91.6%,0.30765
91.5,18569,91.5%,0.30948333333333333
91.5,18679,91.5%,0.3113166666666667
91.4,18789,91.4%,0.31315
91.4,18899,91.4%,0.31498333333333334
91.3,19009,91.3%,0.3168166666666667
91.3,19120,91.3%,0.31866666666666665
91.2,19229,91.2%,0.32048333333333334
91.2,19339,91.2%,0.32231666666666664
91.1,19449,91.1%,0.32415
91.1,19559,91.1%,0.32598333333333335
91.0,19670,91.0%,0.3278333333333333
91.0,19779,91.0%,0.32965
90.9,19890,90.9%,0.3315
90.9,19999,90.9%,0.33331666666666665
90.8,20110,90.8%,0.33516666666666667
90.8,20219,90.8%,0.33698333333333336
90.7,20329,90.7%,0.33881666666666665
90.7,20440,90.7%,0.3406666666666667
90.6,20549,90.6%,0.3424833333333333
90.6,20660,90.6%,0.3443333333333333
90.5,20769,90.5%,0.34615
90.5,20880,90.5%,0.348
90.4,20989,90.4%,0.34981666666666666
90.4,21100,90.4%,0.3516666666666667
90.3,21210,90.3%,0.3535
90.3,21319,90.3%,0.35531666666666667
90.2,21430,90.2%,0.3571666666666667
90.2,21539,90.2%,0.3589833333333333
90.1,21650,90.1%,0.36083333333333334
90.1,21760,90.1%,0.3626666666666667
90.0,21869,90.0%,0.3644833333333333
90.0,21980,90.0%,0.36633333333333334
89.9,22089,89.9%,0.36815
89.9,22200,89.9%,0.37
89.8,22309,89.8%,0.3718166666666667
89.8,22420,89.8%,0.37366666666666665
89.7,22530,89.7%,0.3755
89.7,22640,89.7%,0.37733333333333335
89.6,22750,89.6%,0.37916666666666665
89.6,22859,89.6%,0.38098333333333334
89.5,22970,89.5%,0.38283333333333336
89.5,23079,89.5%,0.38465
89.4,23190,89.4%,0.3865
89.4,23300,89.4%,0.3883333333333333
89.3,23410,89.3%,0.39016666666666666
89.3,23520,89.3%,0.392
89.2,23630,89.2%,0.3938333333333333
89.2,23740,89.2%,0.39566666666666667
89.1,23851,89.1%,0.3975166666666667
89.1,23960,89.1%,0.3993333333333333
89.0,24071,89.0%,0.40118333333333334
89.0,24180,89.0%,0.403
88.9,24290,88.9%,0.4048333333333333
88.9,24400,88.9%,0.4066666666666667
88.8,24510,88.8%,0.4085
88.8,24621,88.8%,0.41035
88.7,24730,88.7%,0.4121666666666667
88.7,24841,88.7%,0.41401666666666664
88.6,24950,88.6%,0.41583333333333333
88.6,25061,88.6%,0.41768333333333335
88.5,25170,88.5%,0.4195
88.5,25280,88.5%,0.42133333333333334
88.4,25391,88.4%,0.42318333333333336
88.4,25500,88.4%,0.425
88.3,25611,88.3%,0.42685
88.3,25720,88.3%,0.42866666666666664
88.2,25831,88.2%,0.43051666666666666
88.2,25940,88.2%,0.43233333333333335
88.1,26051,88.1%,0.4341833333333333
88.1,26161,88.1%,0.43601666666666666
88.0,26270,88.0%,0.43783333333333335
88.0,26381,88.0%,0.4396833333333333
87.9,26490,87.9%,0.4415
87.9,26601,87.9%,0.44335
87.8,26711,87.8%,0.4451833333333333
87.8,26821,87.8%,0.4470166666666667
87.7,26931,87.7%,0.44885
87.7,27041,87.7%,0.4506833333333333
87.6,27151,87.6%,0.4525166666666667
87.6,27261,87.6%,0.45435
87.5,27371,87.5%,0.45618333333333333
87.5,27482,87.5%,0.45803333333333335
87.4,27591,87.4%,0.45985
87.4,27701,87.4%,0.46168333333333333
87.3,27811,87.3%,0.4635166666666667
87.3,27921,87.3%,0.46535
87.2,28032,87.2%,0.4672
87.2,28141,87.2%,0.4690166666666667
87.1,28252,87.1%,0.47086666666666666
87.1,28361,87.1%,0.47268333333333334
87.0,28472,87.0%,0.4745333333333333
87.0,28581,87.0%,0.47635
86.9,28692,86.9%,0.4782
86.9,28802,86.9%,0.4800333333333333
86.8,28912,86.8%,0.48186666666666667
86.8,29022,86.8%,0.4837
86.7,29132,86.7%,0.4855333333333333
86.7,29242,86.7%,0.48736666666666667
86.6,29351,86.6%,0.48918333333333336
86.6,29462,86.6%,0.4910333333333333
86.5,29572,86.5%,0.4928666666666667
86.5,29682,86.5%,0.4947
86.4,29792,86.4%,0.4965333333333333
86.4,29902,86.4%,0.4983666666666667
86.3,30012,86.3%,0.5002
86.3,30123,86.3%,0.50205
86.2,30232,86.2%,0.5038666666666667
86.2,30343,86.2%,0.5057166666666667
86.1,30452,86.1%,0.5075333333333333
86.1,30563,86.1%,0.5093833333333333
86.0,30672,86.0%,0.5112
86.0,30783,86.0%,0.51305
85.9,30893,85.9%,0.5148833333333334
85.9,31003,85.9%,0.5167166666666667
85.8,31113,85.8%,0.51855
85.8,31223,85.8%,0.5203833333333333
85.7,31333,85.7%,0.5222166666666667
85.7,31442,85.7%,0.5240333333333334
85.6,31553,85.6%,0.5258833333333334
85.6,31663,85.6%,0.5277166666666666
85.5,31773,85.5%,0.52955
85.5,31883,85.5%,0.5313833333333333
85.4,31993,85.4%,0.5332166666666667
85.4,32103,85.4%,0.53505
85.3,32214,85.3%,0.5369
85.3,32323,85.3%,0.5387166666666666
85.2,32434,85.2%,0.5405666666666666
85.2,32543,85.2%,0.5423833333333333
85.1,32654,85.1%,0.5442333333333333
85.1,32763,85.1%,0.54605
85.0,32874,85.0%,0.5479
85.0,32984,85.0%,0.5497333333333333
84.9,33094,84.9%,0.5515666666666666
84.9,33204,84.9%,0.5534
84.8,33314,84.8%,0.5552333333333334
84.8,33424,84.8%,0.5570666666666667
84.7,33534,84.7%,0.5589
84.7,33644,84.7%,0.5607333333333333
84.6,33755,84.6%,0.5625833333333333
84.6,33864,84.6%,0.5644
84.5,33975,84.5%,0.56625
84.5,34084,84.5%,0.5680666666666667
84.4,34195,84.4%,0.5699166666666666
84.4,34305,84.4%,0.57175
84.3,34415,84.3%,0.5735833333333333
84.3,34525,84.3%,0.5754166666666667
84.2,34635,84.2%,0.57725
84.2,34745,84.2%,0.5790833333333333
84.1,34855,84.1%,0.5809166666666666
84.1,34965,84.1%,0.58275
84.0,35076,84.0%,0.5846
84.0,35185,84.0%,0.5864166666666667
83.9,35295,83.9%,0.58825
83.9,35405,83.9%,0.5900833333333333
83.8,35515,83.8%,0.5919166666666666
83.8,35625,83.8%,0.59375
83.7,35735,83.7%,0.5955833333333334
83.7,35846,83.7%,0.5974333333333334
83.6,35955,83.6%,0.59925
83.6,36066,83.6%,0.6011
83.5,36175,83.5%,0.6029166666666667
83.5,36286,83.5%,0.6047666666666667
83.4,36396,83.4%,0.6066
83.4,36506,83.4%,0.6084333333333334
83.3,36616,83.3%,0.6102666666666666
83.3,36726,83.3%,0.6121
83.2,36836,83.2%,0.6139333333333333
83.2,36946,83.2%,0.6157666666666667
83.1,37056,83.1%,0.6176
83.1,37167,83.1%,0.61945
83.0,37276,83.0%,0.6212666666666666
83.0,37387,83.0%,0.6231166666666667
82.9,37496,82.9%,0.6249333333333333
82.9,37606,82.9%,0.6267666666666667
82.8,37716,82.8%,0.6286
82.8,37826,82.8%,0.6304333333333333
82.7,37937,82.7%,0.6322833333333333
82.7,38046,82.7%,0.6341
82.6,38157,82.6%,0.63595
82.6,38266,82.6%,0.6377666666666667
82.5,38377,82.5%,0.6396166666666666
82.5,38487,82.5%,0.64145
82.4,38597,82.4%,0.6432833333333333
82.4,38707,82.4%,0.6451166666666667
82.3,38817,82.3%,0.64695
82.3,38927,82.3%,0.6487833333333334
82.2,39037,82.2%,0.6506166666666666
82.2,39147,82.2%,0.65245
82.1,39258,82.1%,0.6543
82.1,39367,82.1%,0.6561166666666667
82.0,39478,82.0%,0.6579666666666667
82.0,39587,82.0%,0.6597833333333334
81.9,39698,81.9%,0.6616333333333333
81.9,39808,81.9%,0.6634666666666666
81.8,39918,81.8%,0.6653
81.8,40028,81.8%,0.6671333333333334
81.7,40138,81.7%,0.6689666666666667
81.7,40248,81.7%,0.6708
81.6,40358,81.6%,0.6726333333333333
81.6,40468,81.6%,0.6744666666666667
81.5,40579,81.5%,0.6763166666666667
81.5,40688,81.5%,0.6781333333333334
81.4,40799,81.4%,0.6799833333333334
81.4,40908,81.4%,0.6818
81.3,41019,81.3%,0.68365
81.3,41128,81.3%,0.6854666666666667
81.2,41239,81.2%,0.6873166666666667
81.2,41350,81.2%,0.6891666666666667
81.1,41459,81.1%,0.6909833333333333
81.1,41570,81.1%,0.6928333333333333
81.0,41679,81.0%,0.69465
81.0,41789,81.0%,0.6964833333333333
80.9,41900,80.9%,0.6983333333333334
80.9,42010,80.9%,0.7001666666666667
80.8,42120,80.8%,0.702
80.8,42230,80.8%,0.7038333333333333
80.7,42340,80.7%,0.7056666666666667
80.7,42450,80.7%,0.7075
80.6,42560,80.6%,0.7093333333333334
80.6,42671,80.6%,0.7111833333333333
80.5,42780,80.5%,0.713
80.5,42891,80.5%,0.71485
80.4,43000,80.4%,0.7166666666666667
80.4,43111,80.4%,0.7185166666666667
80.3,43220,80.3%,0.7203333333333334
80.3,43331,80.3%,0.7221833333333333
80.2,43441,80.2%,0.7240166666666666
80.2,43551,80.2%,0.72585
80.1,43661,80.1%,0.7276833333333333
80.1,43771,80.1%,0.7295166666666667
80.0,43881,80.0%,0.73135
80.0,43992,80.0%,0.7332
79.9,44101,79.9%,0.7350166666666667
79.9,44211,79.9%,0.73685
79.8,44321,79.8%,0.7386833333333334
79.8,44431,79.8%,0.7405166666666667
79.7,44541,79.7%,0.74235
79.7,44651,79.7%,0.7441833333333333
79.6,44762,79.6%,0.7460333333333333
79.6,44871,79.6%,0.74785
79.5,44982,79.5%,0.7497
79.5,45091,79.5%,0.7515166666666667
79.4,45202,79.4%,0.7533666666666666
79.4,45312,79.4%,0.7552
79.3,45422,79.3%,0.7570333333333333
79.3,45532,79.3%,0.7588666666666667
79.2,45642,79.2%,0.7607
79.2,45752,79.2%,0.7625333333333333
79.1,45862,79.1%,0.7643666666666666
79.1,45972,79.1%,0.7662
79.0,46083,79.0%,0.76805
79.0,46192,79.0%,0.7698666666666667
78.9,46303,78.9%,0.7717166666666667
78.9,46412,78.9%,0.7735333333333333
78.8,46523,78.8%,0.7753833333333333
78.8,46632,78.8%,0.7772
78.7,46743,78.7%,0.77905
78.7,46853,78.7%,0.7808833333333334
78.6,46963,78.6%,0.7827166666666666
78.6,47073,78.6%,0.78455
78.5,47183,78.5%,0.7863833333333333
78.5,47293,78.5%,0.7882166666666667
78.4,47404,78.4%,0.7900666666666667
78.4,47513,78.4%,0.7918833333333334
78.3,47624,78.3%,0.7937333333333333
78.3,47733,78.3%,0.79555
78.2,47844,78.2%,0.7974
78.2,47953,78.2%,0.7992166666666667
78.1,48064,78.1%,0.8010666666666667
78.1,48174,78.1%,0.8029
78.0,48284,78.0%,0.8047333333333333
78.0,48394,78.0%,0.8065666666666667
77.9,48504,77.9%,0.8084
77.9,48614,77.9%,0.8102333333333334
77.8,48723,77.8%,0.81205
77.8,48834,77.8%,0.8139
77.7,48944,77.7%,0.8157333333333333
77.7,49054,77.7%,0.8175666666666667
77.6,49164,77.6%,0.8194
77.6,49274,77.6%,0.8212333333333334
77.5,49384,77.5%,0.8230666666666666
77.5,49495,77.5%,0.8249166666666666
77.4,49604,77.4%,0.8267333333333333
77.4,49715,77.4%,0.8285833333333333
77.3,49824,77.3%,0.8304
77.3,49935,77.3%,0.83225
77.2,50044,77.2%,0.8340666666666666
77.2,50155,77.2%,0.8359166666666666
77.1,50265,77.1%,0.83775
77.1,50375,77.1%,0.8395833333333333
77.0,50485,77.0%,0.8414166666666667
77.0,50595,77.0%,0.84325
76.9,50705,76.9%,0.8450833333333333
76.9,50816,76.9%,0.8469333333333333
76.8,50925,76.8%,0.84875
76.8,51036,76.8%,0.8506
76.7,51145,76.7%,0.8524166666666667
76.7,51256,76.7%,0.8542666666666666
76.6,51366,76.6%,0.8561
76.6,51476,76.6%,0.8579333333333333
76.5,51587,76.5%,0.8597833333333333
76.5,51696,76.5%,0.8616
76.4,51807,76.4%,0.86345
76.4,51916,76.4%,0.8652666666666666
76.3,52027,76.3%,0.8671166666666666
76.3,52136,76.3%,0.8689333333333333
76.2,52247,76.2%,0.8707833333333334
76.2,52357,76.2%,0.8726166666666667
76.1,52467,76.1%,0.87445
76.1,52577,76.1%,0.8762833333333333
76.0,52687,76.0%,0.8781166666666667
76.0,52797,76.0%,0.87995
75.9,52908,75.9%,0.8818
75.9,53017,75.9%,0.8836166666666667
75.8,53128,75.8%,0.8854666666666666
75.8,53237,75.8%,0.8872833333333333
75.7,53347,75.7%,0.8891166666666667
75.7,53457,75.7%,0.89095
75.6,53567,75.6%,0.8927833333333334
75.6,53678,75.6%,0.8946333333333333
75.5,53787,75.5%,0.89645
75.5,53898,75.5%,0.8983
75.4,54007,75.4%,0.9001166666666667
75.4,54118,75.4%,0.9019666666666667
75.3,54228,75.3%,0.9038
75.3,54338,75.3%,0.9056333333333333
75.2,54449,75.2%,0.9074833333333333
75.2,54558,75.2%,0.9093
75.1,54669,75.1%,0.91115
75.1,54778,75.1%,0.9129666666666667
75.0,54889,75.0%,0.9148166666666666
75.0,54999,75.0%,0.91665
74.9,55109,74.9%,0.9184833333333333
74.9,55219,74.9%,0.9203166666666667
74.8,55329,74.8%,0.92215
74.8,55439,74.8%,0.9239833333333334
74.7,55549,74.7%,0.9258166666666666
74.7,55659,74.7%,0.92765
74.6,55770,74.6%,0.9295
74.6,55879,74.6%,0.9313166666666667
74.5,55990,74.5%,0.9331666666666667
74.5,56099,74.5%,0.9349833333333334
74.4,56210,74.4%,0.9368333333333333
74.4,56320,74.4%,0.9386666666666666
74.3,56430,74.3%,0.9405
74.3,56540,74.3%,0.9423333333333334
74.2,56650,74.2%,0.9441666666666667
74.2,56760,74.2%,0.946
74.1,56870,74.1%,0.9478333333333333
74.1,56980,74.1%,0.9496666666666667
74.0,57091,74.0%,0.9515166666666667
74.0,57200,74.0%,0.9533333333333334
73.9,57311,73.9%,0.9551833333333334
73.9,57420,73.9%,0.957
73.8,57531,73.8%,0.95885
73.8,57640,73.8%,0.9606666666666667
73.7,57751,73.7%,0.9625166666666667
73.7,57861,73.7%,0.96435
73.6,57971,73.6%,0.9661833333333333
73.6,58081,73.6%,0.9680166666666666
73.5,58191,73.5%,0.96985
73.5,58301,73.5%,0.9716833333333333
73.4,58412,73.4%,0.9735333333333334
73.4,58521,73.4%,0.97535
73.3,58632,73.3%,0.9772
73.3,58741,73.3%,0.9790166666666666
73.2,58852,73.2%,0.9808666666666667
73.2,58961,73.2%,0.9826833333333334
73.1,59072,73.1%,0.9845333333333334
73.1,59182,73.1%,0.9863666666666666
73.0,59292,73.0%,0.9882
73.0,59402,73.0%,0.9900333333333333
72.9,59512,72.9%,0.9918666666666667
72.9,59622,72.9%,0.9937
72.8,59732,72.8%,0.9955333333333334
72.8,59842,72.8%,0.9973666666666666
72.7,59953,72.7%,0.9992166666666666
72.7,60062,72.7%,1.0010333333333334
72.6,60173,72.6%,1.0028833333333333
72.6,60282,72.6%,1.0047
72.5,60393,72.5%,1.00655
72.5,60503,72.5%,1.0083833333333334
72.4,60613,72.4%,1.0102166666666668
72.4,60723,72.4%,1.01205
72.3,60832,72.3%,1.0138666666666667
72.3,60943,72.3%,1.0157166666666666
72.2,61052,72.2%,1.0175333333333334
72.2,61163,72.2%,1.0193833333333333
72.1,61273,72.1%,1.0212166666666667
72.1,61383,72.1%,1.02305
72.0,61493,72.0%,1.0248833333333334
72.0,61603,72.0%,1.0267166666666667
71.9,61713,71.9%,1.02855
71.9,61824,71.9%,1.0304
71.8,61933,71.8%,1.0322166666666666
71.8,62044,71.8%,1.0340666666666667
71.7,62153,71.7%,1.0358833333333333
71.7,62264,71.7%,1.0377333333333334
71.6,62373,71.6%,1.03955
71.6,62484,71.6%,1.0414
71.5,62594,71.5%,1.0432333333333332
71.5,62704,71.5%,1.0450666666666666
71.4,62814,71.4%,1.0469
71.4,62924,71.4%,1.0487333333333333
71.3,63034,71.3%,1.0505666666666666
71.3,63144,71.3%,1.0524
71.2,63254,71.2%,1.0542333333333334
71.2,63365,71.2%,1.0560833333333333
71.1,63474,71.1%,1.0579
71.1,63585,71.1%,1.05975
71.0,63694,71.0%,1.0615666666666668
71.0,63805,71.0%,1.0634166666666667
70.9,63915,70.9%,1.06525
70.9,64025,70.9%,1.0670833333333334
70.8,64135,70.8%,1.0689166666666667
70.8,64245,70.8%,1.07075
70.7,64355,70.7%,1.0725833333333334
70.7,64465,70.7%,1.0744166666666666
70.6,64575,70.6%,1.07625
70.6,64686,70.6%,1.0781
70.5,64795,70.5%,1.0799166666666666
70.5,64906,70.5%,1.0817666666666668
70.4,65015,70.4%,1.0835833333333333
70.4,65126,70.4%,1.0854333333333333
70.3,65235,70.3%,1.08725
70.3,65346,70.3%,1.0891
70.2,65456,70.2%,1.0909333333333333
70.2,65566,70.2%,1.0927666666666667
70.1,65676,70.1%,1.0946
70.1,65785,70.1%,1.0964166666666666
70.0,65896,70.0%,1.0982666666666667
70.0,66006,70.0%,1.1001
69.9,66116,69.9%,1.1019333333333334
69.9,66226,69.9%,1.1037666666666666
69.8,66336,69.8%,1.1056
69.8,66446,69.8%,1.1074333333333333
69.7,66556,69.7%,1.1092666666666666
69.7,66666,69.7%,1.1111
69.6,66777,69.6%,1.11295
69.6,66886,69.6%,1.1147666666666667
69.5,66997,69.5%,1.1166166666666666
69.5,67106,69.5%,1.1184333333333334
69.4,67217,69.4%,1.1202833333333333
69.4,67326,69.4%,1.1221
69.3,67437,69.3%,1.12395
69.3,67547,69.3%,1.1257833333333334
69.2,67657,69.2%,1.1276166666666667
69.2,67767,69.2%,1.12945
69.1,67877,69.1%,1.1312833333333334
69.1,67987,69.1%,1.1331166666666668
69.0,68098,69.0%,1.1349666666666667
69.0,68207,69.0%,1.1367833333333333
68.9,68317,68.9%,1.1386166666666666
68.9,68427,68.9%,1.14045
68.8,68537,68.8%,1.1422833333333333
68.8,68647,68.8%,1.1441166666666667
68.7,68758,68.7%,1.1459666666666666
68.7,68868,68.7%,1.1478
68.6,68978,68.6%,1.1496333333333333
68.6,69088,68.6%,1.1514666666666666
68.5,69198,68.5%,1.1533
68.5,69308,68.5%,1.1551333333333333
68.4,69419,68.4%,1.1569833333333333
68.4,69528,68.4%,1.1588
68.3,69639,68.3%,1.16065
68.3,69748,68.3%,1.1624666666666668
68.2,69859,68.2%,1.1643166666666667
68.2,69968,68.2%,1.1661333333333332
68.1,70078,68.1%,1.1679666666666666
68.1,70189,68.1%,1.1698166666666667
68.0,70298,68.0%,1.1716333333333333
68.0,70409,68.0%,1.1734833333333334
67.9,70518,67.9%,1.1753
67.9,70629,67.9%,1.17715
67.8,70738,67.8%,1.1789666666666667
67.8,70849,67.8%,1.1808166666666666
67.7,70959,67.7%,1.18265
67.7,71069,67.7%,1.1844833333333333
67.6,71179,67.6%,1.1863166666666667
67.6,71289,67.6%,1.18815
67.5,71399,67.5%,1.1899833333333334
67.5,71510,67.5%,1.1918333333333333
67.4,71619,67.4%,1.19365
67.4,71730,67.4%,1.1955
67.3,71839,67.3%,1.1973166666666666
67.3,71950,67.3%,1.1991666666666667
67.2,72059,67.2%,1.2009833333333333
67.2,72170,67.2%,1.2028333333333334
67.1,72280,67.1%,1.2046666666666668
67.1,72390,67.1%,1.2065
67.0,72500,67.0%,1.2083333333333333
67.0,72610,67.0%,1.2101666666666666
66.9,72720,66.9%,1.212
66.9,72830,66.9%,1.2138333333333333
66.8,72940,66.8%,1.2156666666666667
66.8,73051,66.8%,1.2175166666666666
66.7,73160,66.7%,1.2193333333333334
66.7,73271,66.7%,1.2211833333333333
66.6,73380,66.6%,1.223
66.6,73491,66.6%,1.22485
66.5,73601,66.5%,1.2266833333333333
66.5,73711,66.5%,1.2285166666666667
66.4,73821,66.4%,1.23035
66.4,73931,66.4%,1.2321833333333334
66.3,74041,66.3%,1.2340166666666668
66.3,74151,66.3%,1.23585
66.2,74261,66.2%,1.2376833333333332
66.2,74372,66.2%,1.2395333333333334
66.1,74481,66.1%,1.24135
66.1,74592,66.1%,1.2432
66.0,74701,66.0%,1.2450166666666667
66.0,74812,66.0%,1.2468666666666666
65.9,74921,65.9%,1.2486833333333334
65.9,75032,65.9%,1.2505333333333333
65.8,75142,65.8%,1.2523666666666666
65.8,75252,65.8%,1.2542
65.7,75362,65.7%,1.2560333333333333
65.7,75472,65.7%,1.2578666666666667
65.6,75582,65.6%,1.2597
65.6,75692,65.6%,1.2615333333333334
65.5,75802,65.5%,1.2633666666666667
65.5,75912,65.5%,1.2652
65.4,76022,65.4%,1.2670333333333332
65.4,76132,65.4%,1.2688666666666666
65.3,76242,65.3%,1.2707
65.3,76352,65.3%,1.2725333333333333
65.2,76463,65.2%,1.2743833333333334
65.2,76573,65.2%,1.2762166666666668
65.1,76683,65.1%,1.27805
65.1,76792,65.1%,1.2798666666666667
65.0,76903,65.0%,1.2817166666666666
65.0,77012,65.0%,1.2835333333333334
64.9,77123,64.9%,1.2853833333333333
64.9,77233,64.9%,1.2872166666666667
64.8,77343,64.8%,1.28905
64.8,77453,64.8%,1.2908833333333334
64.7,77563,64.7%,1.2927166666666667
64.7,77673,64.7%,1.29455
64.6,77784,64.6%,1.2964
64.6,77893,64.6%,1.2982166666666666
64.5,78004,64.5%,1.3000666666666667
64.5,78113,64.5%,1.3018833333333333
