Id,Tempo (ms),RSSI (dBm),Checksum (bool),Lat (deg),Lon (deg),Alt (m),Hora,Min,Seg,Temp (Celsius),Pres (Pa),Hum (%),Ax (m/s2),Ay (m/s2),Az (m/s2)
93,10204,-85,1,-23.2125,-45.8667,646.5,12,00,00,45.71,101325,45,0.10,0.46,9.95
94,10314,-85,1,-23.2125,-45.8667,647.0,12,00,00,45.57,101325,45,0.04,0.45,9.96
95,10424,-85,1,-23.2125,-45.8667,647.5,12,00,00,45.57,101325,45,0.06,0.44,10.01
96,10533,-85,1,-23.2125,-45.8667,648.0,12,00,00,45.61,101325,45,0.08,0.45,10.01
97,10644,-85,1,-23.2125,-45.8667,648.5,12,00,00,45.19,101325,45,0.07,0.47,10.06
98,10754,-85,1,-23.2125,-45.8667,649.0,12,00,00,45.52,101325,45,0.04,0.48,9.98
99,10863,-85,1,-23.2125,-45.8667,649.5,12,00,00,45.85,101325,45,0.06,0.45,10.04
100,10974,-85,1,-23.2125,-45.8667,650.0,12,00,00,45.57,101325,45,0.09,0.42,10.02
101,11083,-85,1,-23.2125,-45.8667,650.5,12,00,00,45.57,101325,45,0.06,0.44,10.02
102,11194,-85,1,-23.2125,-45.8667,651.0,12,00,00,45.57,101325,45,0.03,0.48,10.02
103,11303,-85,1,-23.2125,-45.8667,651.5,12,00,00,45.94,101325,45,0.09,0.46,10.04
104,11414,-85,1,-23.2125,-45.8667,652.0,12,00,00,45.71,101325,45,0.06,0.47,9.98
105,11524,-85,1,-23.2125,-45.8667,652.5,12,00,00,45.42,101325,45,0.03,0.46,9.99
106,11633,-85,1,-23.2125,-45.8667,653.0,12,00,00,45.38,101325,45,0.04,0.45,10.05
107,11744,-85,1,-23.2125,-45.8667,653.5,12,00,00,45.52,101325,45,0.09,0.44,9.99
108,11853,-85,1,-23.2125,-45.8667,654.0,12,00,00,45.57,101325,45,0.08,0.47,10.02
109,11964,-85,1,-23.2125,-45.8667,654.5,12,00,00,45.71,101325,45,0.05,0.42,10.03
110,12073,-85,1,-23.2125,-45.8667,655.0,12,00,00,45.89,101325,45,0.06,0.49,9.98
111,12183,-85,1,-23.2125,-45.8667,655.5,12,00,00,45.57,101325,45,0.06,0.43,10.03
112,12294,-85,1,-23.2125,-45.8667,656.0,12,00,00,46.04,101325,45,0.10,0.45,9.96
113,12403,-85,1,-23.2125,-45.8667,656.5,12,00,00,45.42,101325,45,0.08,0.43,9.99
114,12514,-85,1,-23.2125,-45.8667,657.0,12,00,00,45.38,101325,45,0.05,0.43,9.97
115,12623,-85,1,-23.2125,-45.8667,657.5,12,00,00,45.57,101325,45,0.05,0.46,10.04
116,12733,-85,1,-23.2125,-45.8667,658.0,12,00,00,45.57,101325,45,0.09,0.48,10.00
117,12844,-85,1,-23.2125,-45.8667,658.5,12,00,00,45.33,101325,45,0.04,0.45,9.99
118,12953,-85,1,-23.2125,-45.8667,659.0,12,00,00,45.57,101325,45,0.07,0.44,10.03
119,13064,-85,1,-23.2125,-45.8667,659.5,12,00,00,45.57,101325,45,0.05,0.44,10.06
120,13173,-85,1,-23.2125,-45.8667,660.0,12,00,00,45.38,101325,45,0.04,0.45,10.01
121,13284,-85,1,-23.2125,-45.8667,660.5,12,00,00,45.52,101325,45,0.10,0.48,10.01
122,13393,-85,1,-23.2125,-45.8667,661.0,12,00,00,45.52,101325,45,0.08,0.43,10.01
123,13503,-85,1,-23.2125,-45.8667,661.5,12,00,00,45.38,101325,45,0.05,0.47,10.00
124,13614,-85,1,-23.2125,-45.8667,662.0,12,00,00,45.61,101325,45,0.09,0.45,10.04
125,13723,-85,1,-23.2125,-45.8667,662.5,12,00,00,45.71,101325,45,0.04,0.51,9.98
126,13834,-85,1,-23.2125,-45.8667,663.0,12,00,00,45.71,101325,45,0.05,0.43,10.00
127,13943,-85,1,-23.2125,-45.8667,663.5,12,00,00,45.57,101325,45,0.08,0.47,9.99
128,14053,-85,1,-23.2125,-45.8667,664.0,12,00,00,45.57,101325,45,0.04,0.43,9.97
129,14163,-85,1,-23.2125,-45.8667,664.5,12,00,00,45.75,101325,45,0.09,0.41,9.98
130,14273,-85,1,-23.2125,-45.8667,665.0,12,00,00,45.57,101325,45,0.10,0.46,10.06
131,14384,-85,1,-23.2125,-45.8667,665.5,12,00,00,45.71,101325,45,0.02,0.46,10.07
132,14493,-85,1,-23.2125,-45.8667,666.0,12,00,00,45.71,101325,45,0.07,0.43,10.01
133,14604,-85,1,-23.2125,-45.8667,666.5,12,00,00,45.75,101325,45,0.06,0.45,10.00
134,14713,-85,1,-23.2125,-45.8667,667.0,12,00,00,45.38,101325,45,0.03,0.43,10.03
135,14823,-85,1,-23.2125,-45.8667,667.5,12,00,00,45.61,101325,45,0.07,0.50,10.04
136,14934,-85,1,-23.2125,-45.8667,668.0,12,00,00,45.57,101325,45,0.06,0.47,10.06
137,15043,-85,1,-23.2125,-45.8667,668.5,12,00,00,45.61,101325,45,-0.00,0.47,10.02
138,15154,-85,1,-23.2125,-45.8667,669.0,12,00,00,45.61,101325,45,0.08,0.50,10.00
139,15263,-85,1,-23.2125,-45.8667,669.5,12,00,00,45.38,101325,45,0.04,0.48,10.03
140,15374,-85,1,-23.2125,-45.8667,670.0,12,00,00,45.38,101325,45,0.10,0.45,9.97
141,15483,-85,1,-23.2125,-45.8667,670.5,12,00,00,45.75,101325,45,0.05,0.48,10.05
142,15594,-85,1,-23.2125,-45.8667,671.0,12,00,00,45.57,101325,45,0.08,0.44,10.03
143,15704,-85,1,-23.2125,-45.8667,671.5,12,00,00,45.57,101325,45,0.08,0.43,9.99
144,15813,-85,1,-23.2125,-45.8667,672.0,12,00,00,45.71,101325,45,0.07,0.48,10.04
145,15924,-85,1,-23.2125,-45.8667,672.5,12,00,00,45.61,101325,45,0.08,0.45,9.98
146,16033,-85,1,-23.2125,-45.8667,673.0,12,00,00,45.71,101325,45,0.06,0.48,10.02
147,16144,-85,1,-23.2125,-45.8667,673.5,12,00,00,45.61,101325,45,0.06,0.49,9.97
148,16253,-85,1,-23.2125,-45.8667,674.0,12,00,00,45.75,101325,45,0.10,0.44,10.03
149,16363,-85,1,-23.2125,-45.8667,674.5,12,00,00,45.52,101325,45,0.08,0.46,10.01
150,16474,-85,1,-23.2125,-45.8667,675.0,12,00,00,45.57,101325,45,0.08,0.39,10.01
151,16583,-85,1,-23.2125,-45.8667,675.5,12,00,00,45.42,101325,45,0.08,0.46,9.98
152,16694,-85,1,-23.2125,-45.8667,676.0,12,00,00,45.75,101325,45,0.06,0.47,10.05
153,16803,-85,1,-23.2125,-45.8667,676.5,12,00,00,45.75,101325,45,0.04,0.48,10.01
154,16914,-85,1,-23.2125,-45.8667,677.0,12,00,00,45.75,101325,45,0.10,0.45,10.01
155,17024,-85,1,-23.2125,-45.8667,677.5,12,00,00,45.38,101325,45,0.04,0.43,10.03
156,17134,-85,1,-23.2125,-45.8667,678.0,12,00,00,45.38,101325,45,0.09,0.45,10.02
157,17244,-85,1,-23.2125,-45.8667,678.5,12,00,00,45.71,101325,45,0.07,0.48,10.02
158,17353,-85,1,-23.2125,-45.8667,679.0,12,00,00,45.85,101325,45,0.04,0.47,9.98
159,17464,-85,1,-23.2125,-45.8667,679.5,12,00,00,45.57,101325,45,0.13,0.43,10.04
160,17573,-85,1,-23.2125,-45.8667,680.0,12,00,00,45.52,101325,45,0.07,0.46,10.03
161,17684,-85,1,-23.2125,-45.8667,680.5,12,00,00,45.61,101325,45,0.06,0.47,10.00
162,17794,-85,1,-23.2125,-45.8667,681.0,12,00,00,45.61,101325,45,0.07,0.46,9.99
163,17903,-85,1,-23.2125,-45.8667,681.5,12,00,00,45.57,101325,45,0.05,0.45,10.06
164,18014,-85,1,-23.2125,-45.8667,682.0,12,00,00,45.75,101325,45,0.08,0.47,10.02
165,18123,-85,1,-23.2125,-45.8667,682.5,12,00,00,45.61,101325,45,0.06,0.46,10.00
166,18234,-85,1,-23.2125,-45.8667,683.0,12,00,00,45.75,101325,45,0.02,0.43,9.97
167,18343,-85,1,-23.2125,-45.8667,683.5,12,00,00,45.57,101325,45,0.08,0.43,9.94
168,18454,-85,1,-23.2125,-45.8667,684.0,12,00,00,45.61,101325,45,0.09,0.41,10.02
169,18564,-85,1,-23.2125,-45.8667,684.5,12,00,00,45.75,101325,45,0.06,0.48,9.99
170,18673,-85,1,-23.2125,-45.8667,685.0,12,00,00,45.75,101325,45,0.06,0.44,10.06
171,18784,-85,1,-23.2125,-45.8667,685.5,12,00,00,45.52,101325,45,0.08,0.44,10.04
172,18893,-85,1,-23.2125,-45.8667,686.0,12,00,00,45.85,101325,45,0.09,0.40,9.98
173,19004,-85,1,-23.2125,-45.8667,686.5,12,00,00,45.42,101325,45,0.09,0.43,9.96
174,19113,-85,1,-23.2125,-45.8667,687.0,12,00,00,45.38,101325,45,0.05,0.40,10.02
175,19223,-85,1,-23.2125,-45.8667,687.5,12,00,00,45.33,101325,45,0.05,0.47,10.05
176,19334,-85,1,-23.2125,-45.8667,688.0,12,00,00,45.75,101325,45,0.03,0.49,9.99
177,19443,-85,1,-23.2125,-45.8667,688.5,12,00,00,45.33,101325,45,0.06,0.41,9.97
178,19554,-85,1,-23.2125,-45.8667,689.0,12,00,00,45.57,101325,45,0.02,0.46,9.99
179,19663,-85,1,-23.2125,-45.8667,689.5,12,00,00,45.38,101325,45,0.04,0.41,9.98
180,19773,-85,1,-23.2125,-45.8667,690.0,12,00,00,45.75,101325,45,0.08,0.43,9.99
181,19884,-85,1,-23.2125,-45.8667,690.5,12,00,00,45.57,101325,45,0.08,0.46,9.96
182,19993,-85,1,-23.2125,-45.8667,691.0,12,00,00,45.75,101325,45,0.08,0.48,9.95
183,20103,-85,1,-23.2125,-45.8667,691.5,12,00,00,45.71,101325,45,0.11,0.45,10.09
184,20213,-85,1,-23.2125,-45.8667,692.0,12,00,00,45.61,101325,45,0.08,0.43,9.95
185,20323,-85,1,-23.2125,-45.8667,692.5,12,00,00,45.71,101325,45,0.07,0.43,10.03
186,20433,-85,1,-23.2125,-45.8667,693.0,12,00,00,45.85,101325,45,0.07,0.49,10.04
187,20543,-85,1,-23.2125,-45.8667,693.5,12,00,00,45.61,101325,45,0.07,0.43,10.02
188,20654,-85,1,-23.2125,-45.8667,694.0,12,00,00,45.57,101325,45,0.05,0.46,10.01
189,20763,-85,1,-23.2125,-45.8667,694.5,12,00,00,45.71,101325,45,0.03,0.49,9.98
190,20873,-85,1,-23.2125,-45.8667,695.0,12,00,00,45.85,101325,45,0.08,0.48,10.03
191,20983,-85,1,-23.2125,-45.8667,695.5,12,00,00,45.75,101325,45,0.09,0.45,9.99
192,21093,-85,1,-23.2125,-45.8667,696.0,12,00,00,45.61,101325,45,0.07,0.46,10.02
193,21203,-85,1,-23.2125,-45.8667,696.5,12,00,00,45.61,101325,45,0.10,0.43,9.98
194,21313,-85,1,-23.2125,-45.8667,697.0,12,00,00,45.61,101325,45,0.10,0.48,10.05
195,21423,-85,1,-23.2125,-45.8667,697.5,12,00,00,45.52,101325,45,0.06,0.47,9.96
196,21533,-85,1,-23.2125,-45.8667,698.0,12,00,00,45.57,101325,45,0.02,0.48,9.95
197,21643,-85,1,-23.2125,-45.8667,698.5,12,00,00,45.89,101325,45,0.08,0.44,9.92
198,21753,-85,1,-23.2125,-45.8667,699.0,12,00,00,45.75,101325,45,0.06,0.45,10.04
199,21863,-85,1,-23.2125,-45.8667,699.5,12,00,00,45.75,101325,45,0.04,0.45,9.99
200,21972,-85,1,-23.2125,-45.8667,700.0,12,00,00,45.57,101325,45,0.05,0.46,10.05
201,22083,-85,1,-23.2125,-45.8667,700.5,12,00,00,45.57,101325,45,0.09,0.46,9.95
202,22193,-85,1,-23.2125,-45.8667,701.0,12,00,00,45.71,101325,45,0.08,0.45,10.02
203,22303,-85,1,-23.2125,-45.8667,701.5,12,00,00,45.57,101325,45,0.06,0.47,10.01
204,22413,-85,1,-23.2125,-45.8667,702.0,12,00,00,45.75,101325,45,0.07,0.46,10.04
205,22523,-85,1,-23.2125,-45.8667,702.5,12,00,00,45.75,101325,45,0.07,0.46,10.02
206,22633,-85,1,-23.2125,-45.8667,703.0,12,00,00,45.33,101325,45,0.06,0.46,10.04
207,22743,-85,1,-23.2125,-45.8667,703.5,12,00,00,45.75,101325,45,0.09,0.42,10.03
208,22853,-85,1,-23.2125,-45.8667,704.0,12,00,00,45.57,101325,45,0.04,0.45,9.99
209,22963,-85,1,-23.2125,-45.8667,704.5,12,00,00,45.42,101325,45,0.06,0.44,10.00
210,23073,-85,1,-23.2125,-45.8667,705.0,12,00,00,45.52,101325,45,0.09,0.48,10.04
211,23183,-85,1,-23.2125,-45.8667,705.5,12,00,00,45.71,101325,45,0.06,0.45,10.03
212,23293,-85,1,-23.2125,-45.8667,706.0,12,00,00,45.61,101325,45,0.04,0.48,9.99
213,23403,-85,1,-23.2125,-45.8667,706.5,12,00,00,45.71,101325,45,0.13,0.45,9.98
214,23513,-85,1,-23.2125,-45.8667,707.0,12,00,00,45.85,101325,45,0.09,0.41,10.00
215,23623,-85,1,-23.2125,-45.8667,707.5,12,00,00,45.85,101325,45,0.05,0.46,10.02
216,23733,-85,1,-23.2125,-45.8667,708.0,12,00,00,45.75,101325,45,0.08,0.43,10.01
217,23843,-85,1,-23.2125,-45.8667,708.5,12,00,00,45.75,101325,45,0.07,0.44,10.01
218,23953,-85,1,-23.2125,-45.8667,709.0,12,00,00,45.61,101325,45,0.10,0.51,9.99
219,24062,-85,1,-23.2125,-45.8667,709.5,12,00,00,45.75,101325,45,0.02,0.45,10.02
220,24173,-85,1,-23.2125,-45.8667,710.0,12,00,00,45.71,101325,45,0.08,0.46,10.04
221,24283,-85,1,-23.2125,-45.8667,710.5,12,00,00,45.42,101325,45,0.03,0.47,9.99
222,24393,-85,1,-23.2125,-45.8667,711.0,12,00,00,45.89,101325,45,0.08,0.48,9.99
223,24503,-85,1,-23.2125,-45.8667,711.5,12,00,00,45.75,101325,45,0.05,0.48,10.02
224,24613,-85,1,-23.2125,-45.8667,712.0,12,00,00,45.75,101325,45,0.04,0.46,10.00
225,24723,-85,1,-23.2125,-45.8667,712.5,12,00,00,45.89,101325,45,0.08,0.46,9.96
226,24833,-85,1,-23.2125,-45.8667,713.0,12,00,00,45.57,101325,45,0.08,0.43,9.98
227,24943,-85,1,-23.2125,-45.8667,713.5,12,00,00,45.42,101325,45,0.08,0.47,10.03
228,25053,-85,1,-23.2125,-45.8667,714.0,12,00,00,45.61,101325,45,0.08,0.41,9.98
229,25163,-85,1,-23.2125,-45.8667,714.5,12,00,00,45.57,101325,45,0.05,0.46,9.99
230,25273,-85,1,-23.2125,-45.8667,715.0,12,00,00,45.42,101325,45,0.06,0.46,10.04
231,25382,-85,1,-23.2125,-45.8667,715.5,12,00,00,45.75,101325,45,0.07,0.47,9.97
232,25493,-85,1,-23.2125,-45.8667,716.0,12,00,00,45.75,101325,45,0.08,0.45,9.97
233,25603,-85,1,-23.2125,-45.8667,716.5,12,00,00,45.42,101325,45,0.07,0.46,10.04
234,25713,-85,1,-23.2125,-45.8667,717.0,12,00,00,45.61,101325,45,0.10,0.43,10.00
235,25823,-85,1,-23.2125,-45.8667,717.5,12,00,00,45.71,101325,45,0.06,0.44,9.96
236,25932,-85,1,-23.2125,-45.8667,718.0,12,00,00,45.61,101325,45,0.10,0.46,9.96
237,26043,-85,1,-23.2125,-45.8667,718.5,12,00,00,45.89,101325,45,0.08,0.46,9.99
238,26152,-85,1,-23.2125,-45.8667,719.0,12,00,00,45.61,101325,45,0.05,0.43,10.10
239,26263,-85,1,-23.2125,-45.8667,719.5,12,00,00,45.85,101325,45,0.05,0.49,10.01
240,26373,-85,1,-23.2125,-45.8667,720.0,12,00,00,45.94,101325,45,0.07,0.45,9.98
241,26482,-85,1,-23.2125,-45.8667,720.5,12,00,00,45.61,101325,45,0.05,0.44,10.05
242,26593,-85,1,-23.2125,-45.8667,721.0,12,00,00,45.57,101325,45,0.07,0.46,10.02
243,26702,-85,1,-23.2125,-45.8667,721.5,12,00,00,45.89,101325,45,0.04,0.47,9.99
244,26813,-85,1,-23.2125,-45.8667,722.0,12,00,00,45.57,101325,45,0.07,0.43,10.04
245,26923,-85,1,-23.2125,-45.8667,722.5,12,00,00,45.75,101325,45,0.07,0.46,10.00
246,27033,-85,1,-23.2125,-45.8667,723.0,12,00,00,45.57,101325,45,0.08,0.42,10.00
247,27143,-85,1,-23.2125,-45.8667,723.5,12,00,00,45.75,101325,45,0.07,0.44,10.00
248,27252,-85,1,-23.2125,-45.8667,724.0,12,00,00,45.75,101325,45,0.07,0.45,10.00
249,27363,-85,1,-23.2125,-45.8667,724.5,12,00,00,45.42,101325,45,0.01,0.45,10.00
250,27472,-85,1,-23.2125,-45.8667,725.0,12,00,00,45.75,101325,45,0.08,0.40,9.97
251,27583,-85,1,-23.2125,-45.8667,725.5,12,00,00,45.71,101325,45,0.04,0.43,9.95
252,27693,-85,1,-23.2125,-45.8667,726.0,12,00,00,45.85,101325,45,0.05,0.44,9.97
253,27802,-85,1,-23.2125,-45.8667,726.5,12,00,00,45.61,101325,45,0.04,0.44,10.06
254,27913,-85,1,-23.2125,-45.8667,727.0,12,00,00,45.61,101325,45,0.11,0.46,10.10
255,28022,-85,1,-23.2125,-45.8667,727.5,12,00,00,46.04,101325,45,0.10,0.45,10.02
256,28133,-85,1,-23.2125,-45.8667,728.0,12,00,00,45.75,101325,45,0.04,0.48,9.97
257,28242,-85,1,-23.2125,-45.8667,728.5,12,00,00,45.75,101325,45,0.09,0.42,10.03
258,28353,-85,1,-23.2125,-45.8667,729.0,12,00,00,45.57,101325,45,0.11,0.45,10.08
259,28463,-85,1,-23.2125,-45.8667,729.5,12,00,00,45.61,101325,45,0.07,0.46,10.02
260,28572,-85,1,-23.2125,-45.8667,730.0,12,00,00,45.85,101325,45,0.05,0.46,10.05
