Id,Tempo (ms),RSSI (dBm),Checksum (bool),Lat (deg),Lon (deg),Alt (m),Hora,Min,Seg,Temp (Celsius),Pres (Pa),Hum (%),Ax (m/s2),Ay (m/s2),Az (m/s2)
55,6035,-85,1,-23.2125,-45.8667,627.5,12,00,00,44.81,101325,45,-0.06,0.19,10.05
56,6145,-85,1,-23.2125,-45.8667,628.0,12,00,00,44.81,101325,45,-0.02,0.15,9.95
57,6254,-85,1,-23.2125,-45.8667,628.5,12,00,00,44.39,101325,45,-0.03,0.14,9.99
58,6365,-85,1,-23.2125,-45.8667,629.0,12,00,00,44.81,101325,45,-0.00,0.13,9.98
59,6474,-85,1,-23.2125,-45.8667,629.5,12,00,00,44.81,101325,45,-0.03,0.15,9.97
60,6584,-85,1,-23.2125,-45.8667,630.0,12,00,00,44.34,101325,45,-0.02,0.12,9.88
61,6693,-85,1,-23.2125,-45.8667,630.5,12,00,00,44.53,101325,45,-0.10,0.16,10.01
62,6804,-85,1,-23.2125,-45.8667,631.0,12,00,00,44.53,101325,45,-0.06,0.16,9.99
63,6914,-85,1,-23.2125,-45.8667,631.5,12,00,00,44.34,101325,45,-0.05,0.17,10.00
64,7023,-85,1,-23.2125,-45.8667,632.0,12,00,00,44.72,101325,45,-0.06,0.13,9.90
65,7134,-85,1,-23.2125,-45.8667,632.5,12,00,00,44.58,101325,45,-0.05,0.14,9.98
66,7243,-85,1,-23.2125,-45.8667,633.0,12,00,00,44.53,101325,45,-0.03,0.17,10.00
67,7353,-85,1,-23.2125,-45.8667,633.5,12,00,00,44.58,101325,45,-0.04,0.17,9.90
68,7463,-85,1,-23.2125,-45.8667,634.0,12,00,00,44.58,101325,45,-0.01,0.18,10.00
69,7573,-85,1,-23.2125,-45.8667,634.5,12,00,00,44.72,101325,45,-0.04,0.16,9.99
70,7683,-85,1,-23.2125,-45.8667,635.0,12,00,00,44.58,101325,45,-0.06,0.18,9.97
71,7793,-85,1,-23.2125,-45.8667,635.5,12,00,00,44.81,101325,45,-0.06,0.18,10.02
72,7903,-85,1,-23.2125,-45.8667,636.0,12,00,00,44.67,101325,45,-0.05,0.21,10.02
73,8012,-85,1,-23.2125,-45.8667,636.5,12,00,00,44.72,101325,45,-0.07,0.17,9.98
74,8123,-85,1,-23.2125,-45.8667,637.0,12,00,00,44.91,101325,45,-0.09,0.15,9.94
75,8232,-85,1,-23.2125,-45.8667,637.5,12,00,00,44.53,101325,45,-0.06,0.15,10.05
76,8342,-85,1,-23.2125,-45.8667,638.0,12,00,00,44.86,101325,45,-0.07,0.15,10.04
77,8453,-85,1,-23.2125,-45.8667,638.5,12,00,00,44.67,101325,45,-0.07,0.16,9.97
78,8562,-85,1,-23.2125,-45.8667,639.0,12,00,00,45.00,101325,45,-0.03,0.16,9.93
79,8672,-85,1,-23.2125,-45.8667,639.5,12,00,00,44.67,101325,45,-0.03,0.12,9.94
80,8781,-85,1,-23.2125,-45.8667,640.0,12,00,00,44.91,101325,45,-0.13,0.13,10.07
81,8892,-85,1,-23.2125,-45.8667,640.5,12,00,00,44.81,101325,45,-0.05,0.17,9.94
82,9001,-85,1,-23.2125,-45.8667,641.0,12,00,00,44.34,101325,45,-0.08,0.15,9.98
83,9111,-85,1,-23.2125,-45.8667,641.5,12,00,00,44.48,101325,45,-0.03,0.15,10.02
84,9222,-85,1,-23.2125,-45.8667,642.0,12,00,00,44.91,101325,45,-0.02,0.17,9.96
85,9331,-85,1,-23.2125,-45.8667,642.5,12,00,00,44.58,101325,45,-0.04,0.11,10.00
86,9441,-85,1,-23.2125,-45.8667,643.0,12,00,00,44.81,101325,45,-0.06,0.15,10.00
87,9551,-85,1,-23.2125,-45.8667,643.5,12,00,00,44.53,101325,45,-0.04,0.16,10.02
88,9661,-85,1,-23.2125,-45.8667,644.0,12,00,00,44.53,101325,45,-0.01,0.16,10.03
89,9771,-85,1,-23.2125,-45.8667,644.5,12,00,00,44.91,101325,45,-0.07,0.13,9.99
90,9881,-85,1,-23.2125,-45.8667,645.0,12,00,00,44.86,101325,45,-0.08,0.22,9.97
91,9991,-85,1,-23.2125,-45.8667,645.5,12,00,00,44.91,101325,45,-0.07,0.12,9.96
92,10100,-85,1,-23.2125,-45.8667,646.0,12,00,00,44.86,101325,45,-0.02,0.14,10.00
93,10211,-85,1,-23.2125,-45.8667,646.5,12,00,00,44.86,101325,45,-0.05,0.17,9.93
94,10320,-85,1,-23.2125,-45.8667,647.0,12,00,00,44.81,101325,45,-0.08,0.17,10.01
95,10431,-85,1,-23.2125,-45.8667,647.5,12,00,00,44.81,101325,45,-0.05,0.11,9.97
96,10541,-85,1,-23.2125,-45.8667,648.0,12,00,00,44.58,101325,45,-0.05,0.19,9.98
97,10650,-85,1,-23.2125,-45.8667,648.5,12,00,00,44.86,101325,45,-0.06,0.14,10.00
98,10761,-85,1,-23.2125,-45.8667,649.0,12,00,00,45.00,101325,45,-0.03,0.17,9.97
99,10870,-85,1,-23.2125,-45.8667,649.5,12,00,00,44.58,101325,45,-0.08,0.15,9.93
100,10980,-85,1,-23.2125,-45.8667,650.0,12,00,00,44.48,101325,45,-0.03,0.15,10.06
101,11090,-85,1,-23.2125,-45.8667,650.5,12,00,00,44.58,101325,45,-0.05,0.15,9.99
102,11200,-85,1,-23.2125,-45.8667,651.0,12,00,00,44.58,101325,45,-0.08,0.14,10.00
103,11311,-85,1,-23.2125,-45.8667,651.5,12,00,00,44.81,101325,45,-0.06,0.15,10.02
104,11421,-85,1,-23.2125,-45.8667,652.0,12,00,00,44.72,101325,45,-0.03,0.12,10.01
105,11531,-85,1,-23.2125,-45.8667,652.5,12,00,00,45.00,101325,45,-0.04,0.16,10.03
106,11641,-85,1,-23.2125,-45.8667,653.0,12,00,00,44.91,101325,45,-0.04,0.17,10.05
107,11751,-85,1,-23.2125,-45.8667,653.5,12,00,00,44.86,101325,45,-0.06,0.15,9.96
108,11862,-85,1,-23.2125,-45.8667,654.0,12,00,00,44.81,101325,45,-0.05,0.15,10.02
109,11971,-85,1,-23.2125,-45.8667,654.5,12,00,00,44.81,101325,45,-0.01,0.16,10.01
110,12082,-85,1,-23.2125,-45.8667,655.0,12,00,00,44.53,101325,45,-0.04,0.13,10.05
111,12191,-85,1,-23.2125,-45.8667,655.5,12,00,00,44.48,101325,45,-0.04,0.13,9.99
112,12302,-85,1,-23.2125,-45.8667,656.0,12,00,00,44.86,101325,45,-0.07,0.11,10.06
113,12411,-85,1,-23.2125,-45.8667,656.5,12,00,00,44.81,101325,45,-0.01,0.17,10.02
114,12522,-85,1,-23.2125,-45.8667,657.0,12,00,00,44.48,101325,45,-0.05,0.12,9.99
115,12632,-85,1,-23.2125,-45.8667,657.5,12,00,00,44.72,101325,45,-0.01,0.13,10.06
116,12742,-85,1,-23.2125,-45.8667,658.0,12,00,00,44.81,101325,45,-0.04,0.15,9.99
117,12852,-85,1,-23.2125,-45.8667,658.5,12,00,00,45.00,101325,45,-0.04,0.17,9.96
118,12962,-85,1,-23.2125,-45.8667,659.0,12,00,00,44.72,101325,45,-0.05,0.17,10.05
119,13072,-85,1,-23.2125,-45.8667,659.5,12,00,00,45.00,101325,45,-0.05,0.16,10.06
120,13182,-85,1,-23.2125,-45.8667,660.0,12,00,00,45.00,101325,45,-0.06,0.15,9.98
121,13292,-85,1,-23.2125,-45.8667,660.5,12,00,00,44.48,101325,45,-0.05,0.15,10.01
122,13403,-85,1,-23.2125,-45.8667,661.0,12,00,00,44.48,101325,45,-0.01,0.13,10.03
123,13512,-85,1,-23.2125,-45.8667,661.5,12,00,00,45.00,101325,45,-0.02,0.18,9.95
124,13623,-85,1,-23.2125,-45.8667,662.0,12,00,00,44.86,101325,45,-0.04,0.18,10.03
125,13732,-85,1,-23.2125,-45.8667,662.5,12,00,00,45.00,101325,45,-0.06,0.13,10.08
126,13843,-85,1,-23.2125,-45.8667,663.0,12,00,00,44.53,101325,45,-0.03,0.14,10.01
127,13953,-85,1,-23.2125,-45.8667,663.5,12,00,00,44.58,101325,45,-0.04,0.14,10.03
128,14063,-85,1,-23.2125,-45.8667,664.0,12,00,00,44.67,101325,45,-0.04,0.12,9.99
129,14173,-85,1,-23.2125,-45.8667,664.5,12,00,00,45.00,101325,45,-0.05,0.15,9.98
130,14283,-85,1,-23.2125,-45.8667,665.0,12,00,00,44.72,101325,45,-0.03,0.15,10.02
131,14393,-85,1,-23.2125,-45.8667,665.5,12,00,00,44.58,101325,45,-0.03,0.18,9.98
132,14503,-85,1,-23.2125,-45.8667,666.0,12,00,00,44.81,101325,45,-0.08,0.16,9.99
133,14613,-85,1,-23.2125,-45.8667,666.5,12,00,00,44.91,101325,45,-0.07,0.16,9.97
134,14723,-85,1,-23.2125,-45.8667,667.0,12,00,00,44.72,101325,45,-0.06,0.16,9.98
135,14833,-85,1,-23.2125,-45.8667,667.5,12,00,00,45.00,101325,45,-0.06,0.18,9.97
136,14943,-85,1,-23.2125,-45.8667,668.0,12,00,00,44.58,101325,45,-0.04,0.17,10.01
137,15053,-85,1,-23.2125,-45.8667,668.5,12,00,00,45.00,101325,45,-0.06,0.17,10.02
138,15163,-85,1,-23.2125,-45.8667,669.0,12,00,00,44.81,101325,45,-0.06,0.17,9.98
139,15273,-85,1,-23.2125,-45.8667,669.5,12,00,00,45.05,101325,45,-0.04,0.14,10.00
140,15383,-85,1,-23.2125,-45.8667,670.0,12,00,00,44.72,101325,45,-0.04,0.17,10.02
141,15494,-85,1,-23.2125,-45.8667,670.5,12,00,00,45.00,101325,45,-0.05,0.15,10.00
142,15603,-85,1,-23.2125,-45.8667,671.0,12,00,00,44.86,101325,45,-0.07,0.14,10.02
143,15714,-85,1,-23.2125,-45.8667,671.5,12,00,00,44.86,101325,45,-0.06,0.14,10.03
144,15823,-85,1,-23.2125,-45.8667,672.0,12,00,00,44.81,101325,45,-0.01,0.15,9.97
145,15934,-85,1,-23.2125,-45.8667,672.5,12,00,00,44.81,101325,45,-0.06,0.18,10.04
146,16044,-85,1,-23.2125,-45.8667,673.0,12,00,00,44.72,101325,45,-0.04,0.15,10.00
147,16154,-85,1,-23.2125,-45.8667,673.5,12,00,00,44.72,101325,45,-0.09,0.15,10.02
148,16265,-85,1,-23.2125,-45.8667,674.0,12,00,00,44.67,101325,45,-0.08,0.19,10.03
149,16374,-85,1,-23.2125,-45.8667,674.5,12,00,00,44.86,101325,45,-0.02,0.20,10.03
150,16485,-85,1,-23.2125,-45.8667,675.0,12,00,00,44.58,101325,45,-0.07,0.18,9.99
151,16594,-85,1,-23.2125,-45.8667,675.5,12,00,00,45.00,101325,45,-0.04,0.20,9.95
152,16704,-85,1,-23.2125,-45.8667,676.0,12,00,00,45.24,101325,45,-0.03,0.19,9.98
153,16815,-85,1,-23.2125,-45.8667,676.5,12,00,00,45.00,101325,45,-0.03,0.14,9.99
154,16924,-85,1,-23.2125,-45.8667,677.0,12,00,00,44.58,101325,45,-0.06,0.14,10.04
155,17035,-85,1,-23.2125,-45.8667,677.5,12,00,00,44.86,101325,45,-0.05,0.18,9.99
156,17144,-85,1,-23.2125,-45.8667,678.0,12,00,00,44.81,101325,45,-0.06,0.14,10.00
157,17255,-85,1,-23.2125,-45.8667,678.5,12,00,00,45.09,101325,45,-0.03,0.22,9.98
158,17364,-85,1,-23.2125,-45.8667,679.0,12,00,00,44.67,101325,45,-0.05,0.14,9.98
159,17475,-85,1,-23.2125,-45.8667,679.5,12,00,00,44.86,101325,45,-0.07,0.18,10.00
160,17585,-85,1,-23.2125,-45.8667,680.0,12,00,00,44.91,101325,45,-0.06,0.17,9.97
161,17695,-85,1,-23.2125,-45.8667,680.5,12,00,00,44.81,101325,45,-0.03,0.17,9.99
162,17805,-85,1,-23.2125,-45.8667,681.0,12,00,00,44.81,101325,45,-0.06,0.13,10.06
163,17915,-85,1,-23.2125,-45.8667,681.5,12,00,00,44.81,101325,45,-0.02,0.17,9.97
164,18025,-85,1,-23.2125,-45.8667,682.0,12,00,00,44.91,101325,45,-0.07,0.15,10.04
165,18136,-85,1,-23.2125,-45.8667,682.5,12,00,00,44.86,101325,45,-0.02,0.17,9.99
166,18245,-85,1,-23.2125,-45.8667,683.0,12,00,00,45.05,101325,45,-0.05,0.17,9.99
167,18356,-85,1,-23.2125,-45.8667,683.5,12,00,00,45.00,101325,45,-0.05,0.14,9.98
168,18465,-85,1,-23.2125,-45.8667,684.0,12,00,00,44.53,101325,45,-0.00,0.12,10.03
169,18576,-85,1,-23.2125,-45.8667,684.5,12,00,00,44.86,101325,45,-0.02,0.14,10.04
170,18685,-85,1,-23.2125,-45.8667,685.0,12,00,00,45.00,101325,45,-0.06,0.12,9.99
171,18796,-85,1,-23.2125,-45.8667,685.5,12,00,00,45.00,101325,45,-0.08,0.17,10.01
172,18906,-85,1,-23.2125,-45.8667,686.0,12,00,00,44.81,101325,45,-0.05,0.15,9.98
173,19016,-85,1,-23.2125,-45.8667,686.5,12,00,00,44.91,101325,45,-0.06,0.16,10.03
174,19126,-85,1,-23.2125,-45.8667,687.0,12,00,00,44.67,101325,45,-0.06,0.11,10.01
175,19236,-85,1,-23.2125,-45.8667,687.5,12,00,00,44.91,101325,45,-0.07,0.14,9.95
176,19346,-85,1,-23.2125,-45.8667,688.0,12,00,00,44.91,101325,45,-0.05,0.17,10.02
177,19457,-85,1,-23.2125,-45.8667,688.5,12,00,00,44.91,101325,45,-0.08,0.13,10.04
178,19566,-85,1,-23.2125,-45.8667,689.0,12,00,00,44.81,101325,45,-0.06,0.14,9.96
179,19677,-85,1,-23.2125,-45.8667,689.5,12,00,00,45.09,101325,45,-0.06,0.13,10.00
180,19786,-85,1,-23.2125,-45.8667,690.0,12,00,00,44.91,101325,45,-0.06,0.14,9.96
181,19896,-85,1,-23.2125,-45.8667,690.5,12,00,00,45.00,101325,45,-0.04,0.13,10.01
182,20006,-85,1,-23.2125,-45.8667,691.0,12,00,00,44.81,101325,45,-0.03,0.14,10.07
183,20117,-85,1,-23.2125,-45.8667,691.5,12,00,00,44.67,101325,45,-0.03,0.19,9.94
184,20227,-85,1,-23.2125,-45.8667,692.0,12,00,00,45.00,101325,45,-0.07,0.13,9.98
185,20336,-85,1,-23.2125,-45.8667,692.5,12,00,00,45.00,101325,45,-0.08,0.19,9.92
186,20447,-85,1,-23.2125,-45.8667,693.0,12,00,00,44.81,101325,45,-0.06,0.19,10.01
187,20556,-85,1,-23.2125,-45.8667,693.5,12,00,00,44.58,101325,45,-0.06,0.14,10.00
188,20667,-85,1,-23.2125,-45.8667,694.0,12,00,00,44.91,101325,45,-0.04,0.14,10.02
189,20777,-85,1,-23.2125,-45.8667,694.5,12,00,00,44.72,101325,45,-0.06,0.17,10.02
190,20887,-85,1,-23.2125,-45.8667,695.0,12,00,00,44.91,101325,45,-0.06,0.17,10.01
191,20998,-85,1,-23.2125,-45.8667,695.5,12,00,00,45.09,101325,45,-0.07,0.13,9.98
192,21107,-85,1,-23.2125,-45.8667,696.0,12,00,00,44.81,101325,45,-0.03,0.19,10.04
193,21218,-85,1,-23.2125,-45.8667,696.5,12,00,00,44.58,101325,45,-0.05,0.15,9.95
194,21327,-85,1,-23.2125,-45.8667,697.0,12,00,00,44.86,101325,45,-0.04,0.17,9.98
195,21437,-85,1,-23.2125,-45.8667,697.5,12,00,00,44.81,101325,45,-0.07,0.18,9.98
196,21548,-85,1,-23.2125,-45.8667,698.0,12,00,00,44.91,101325,45,-0.07,0.18,9.98
197,21657,-85,1,-23.2125,-45.8667,698.5,12,00,00,44.53,101325,45,-0.07,0.18,10.01
198,21768,-85,1,-23.2125,-45.8667,699.0,12,00,00,45.09,101325,45,-0.06,0.15,9.98
199,21877,-85,1,-23.2125,-45.8667,699.5,12,00,00,44.58,101325,45,-0.03,0.14,10.00
200,21988,-85,1,-23.2125,-45.8667,700.0,12,00,00,44.53,101325,45,-0.03,0.17,10.01
201,22097,-85,1,-23.2125,-45.8667,700.5,12,00,00,44.81,101325,45,-0.06,0.18,10.01
202,22208,-85,1,-23.2125,-45.8667,701.0,12,00,00,44.91,101325,45,-0.03,0.13,9.97
203,22318,-85,1,-23.2125,-45.8667,701.5,12,00,00,44.86,101325,45,-0.03,0.19,9.96
204,22428,-85,1,-23.2125,-45.8667,702.0,12,00,00,44.72,101325,45,-0.01,0.15,9.97
205,22538,-85,1,-23.2125,-45.8667,702.5,12,00,00,44.86,101325,45,-0.06,0.14,10.04
206,22648,-85,1,-23.2125,-45.8667,703.0,12,00,00,44.53,101325,45,-0.01,0.16,10.04
207,22758,-85,1,-23.2125,-45.8667,703.5,12,00,00,44.81,101325,45,-0.07,0.17,10.02
208,22868,-85,1,-23.2125,-45.8667,704.0,12,00,00,45.05,101325,45,-0.05,0.19,9.99
209,22978,-85,1,-23.2125,-45.8667,704.5,12,00,00,45.05,101325,45,-0.04,0.13,10.01
210,23089,-85,1,-23.2125,-45.8667,705.0,12,00,00,44.72,101325,45,-0.08,0.19,9.96
211,23198,-85,1,-23.2125,-45.8667,705.5,12,00,00,44.81,101325,45,-0.10,0.13,10.01
212,23309,-85,1,-23.2125,-45.8667,706.0,12,00,00,45.19,101325,45,-0.05,0.20,10.08
213,23418,-85,1,-23.2125,-45.8667,706.5,12,00,00,44.86,101325,45,-0.07,0.12,10.00
214,23529,-85,1,-23.2125,-45.8667,707.0,12,00,00,44.53,101325,45,-0.08,0.17,9.99
215,23639,-85,1,-23.2125,-45.8667,707.5,12,00,00,44.91,101325,45,-0.07,0.17,10.00
216,23749,-85,1,-23.2125,-45.8667,708.0,12,00,00,44.86,101325,45,-0.06,0.13,10.02
217,23859,-85,1,-23.2125,-45.8667,708.5,12,00,00,44.86,101325,45,-0.07,0.14,10.03
218,23969,-85,1,-23.2125,-45.8667,709.0,12,00,00,44.81,101325,45,-0.03,0.15,10.00
219,24079,-85,1,-23.2125,-45.8667,709.5,12,00,00,45.00,101325,45,-0.02,0.12,9.94
220,24189,-85,1,-23.2125,-45.8667,710.0,12,00,00,45.00,101325,45,-0.06,0.12,9.96
221,24299,-85,1,-23.2125,-45.8667,710.5,12,00,00,44.81,101325,45,-0.02,0.16,10.02
222,24410,-85,1,-23.2125,-45.8667,711.0,12,00,00,44.86,101325,45,-0.04,0.14,9.96
223,24519,-85,1,-23.2125,-45.8667,711.5,12,00,00,44.72,101325,45,-0.06,0.14,9.99
224,24630,-85,1,-23.2125,-45.8667,712.0,12,00,00,45.00,101325,45,-0.02,0.11,10.00
225,24739,-85,1,-23.2125,-45.8667,712.5,12,00,00,45.00,101325,45,-0.07,0.14,9.99
226,24850,-85,1,-23.2125,-45.8667,713.0,12,00,00,44.86,101325,45,-0.05,0.15,10.04
227,24960,-85,1,-23.2125,-45.8667,713.5,12,00,00,44.91,101325,45,-0.09,0.12,10.00
228,25070,-85,1,-23.2125,-45.8667,714.0,12,00,00,44.86,101325,45,-0.03,0.15,10.01
229,25180,-85,1,-23.2125,-45.8667,714.5,12,00,00,45.05,101325,45,-0.04,0.17,10.05
230,25290,-85,1,-23.2125,-45.8667,715.0,12,00,00,44.91,101325,45,-0.01,0.17,10.06
231,25400,-85,1,-23.2125,-45.8667,715.5,12,00,00,44.91,101325,45,-0.01,0.13,9.99
232,25510,-85,1,-23.2125,-45.8667,716.0,12,00,00,44.86,101325,45,-0.07,0.14,9.99
233,25620,-85,1,-23.2125,-45.8667,716.5,12,00,00,44.53,101325,45,-0.03,0.16,10.00
234,25731,-85,1,-23.2125,-45.8667,717.0,12,00,00,44.91,101325,45,-0.05,0.19,9.98
235,25840,-85,1,-23.2125,-45.8667,717.5,12,00,00,44.91,101325,45,-0.04,0.18,9.99
236,25951,-85,1,-23.2125,-45.8667,718.0,12,00,00,45.00,101325,45,-0.06,0.15,9.99
237,26060,-85,1,-23.2125,-45.8667,718.5,12,00,00,44.81,101325,45,-0.02,0.14,9.99
238,26171,-85,1,-23.2125,-45.8667,719.0,12,00,00,44.58,101325,45,-0.08,0.15,10.02
239,26280,-85,1,-23.2125,-45.8667,719.5,12,00,00,44.86,101325,45,-0.06,0.16,9.94
240,26391,-85,1,-23.2125,-45.8667,720.0,12,00,00,45.00,101325,45,-0.06,0.14,10.00
241,26501,-85,1,-23.2125,-45.8667,720.5,12,00,00,45.00,101325,45,-0.06,0.18,10.06
242,26611,-85,1,-23.2125,-45.8667,721.0,12,00,00,44.91,101325,45,-0.06,0.16,9.98
243,26721,-85,1,-23.2125,-45.8667,721.5,12,00,00,45.09,101325,45,-0.07,0.15,9.99
244,26830,-85,1,-23.2125,-45.8667,722.0,12,00,00,44.72,101325,45,-0.05,0.13,9.96
245,26941,-85,1,-23.2125,-45.8667,722.5,12,00,00,45.00,101325,45,-0.08,0.12,10.02
246,27051,-85,1,-23.2125,-45.8667,723.0,12,00,00,44.91,101325,45,-0.06,0.16,9.95
247,27161,-85,1,-23.2125,-45.8667,723.5,12,00,00,45.24,101325,45,-0.05,0.18,10.03
248,27271,-85,1,-23.2125,-45.8667,724.0,12,00,00,44.91,101325,45,-0.02,0.17,9.97
249,27381,-85,1,-23.2125,-45.8667,724.5,12,00,00,44.91,101325,45,-0.05,0.14,9.99
250,27491,-85,1,-23.2125,-45.8667,725.0,12,00,00,45.00,101325,45,-0.07,0.18,10.03
251,27601,-85,1,-23.2125,-45.8667,725.5,12,00,00,45.05,101325,45,-0.06,0.18,10.04
252,27711,-85,1,-23.2125,-45.8667,726.0,12,00,00,44.81,101325,45,-0.05,0.17,10.02
253,27822,-85,1,-23.2125,-45.8667,726.5,12,00,00,45.09,101325,45,-0.04,0.13,9.93
254,27931,-85,1,-23.2125,-45.8667,727.0,12,00,00,45.33,101325,45,-0.09,0.17,9.96
255,28042,-85,1,-23.2125,-45.8667,727.5,12,00,00,44.91,101325,45,-0.08,0.16,9.97
