Id,Tempo (ms),RSSI (dBm),Checksum (bool),Lat (deg),Lon (deg),Alt (m),Hora,Min,Seg,Temp (Celsius),Pres (Pa),Hum (%),Ax (m/s2),Ay (m/s2),Az (m/s2)
18,1969,-85,1,-23.2125,-45.8667,609.0,12,00,00,45.57,101325,45,-0.02,0.19,10.06
19,2078,-85,1,-23.2125,-45.8667,609.5,12,00,00,45.24,101325,45,-0.02,0.20,9.95
20,2188,-85,1,-23.2125,-45.8667,610.0,12,00,00,45.24,101325,45,-0.04,0.17,10.02
21,2298,-85,1,-23.2125,-45.8667,610.5,12,00,00,45.52,101325,45,-0.04,0.20,10.02
22,2408,-85,1,-23.2125,-45.8667,611.0,12,00,00,45.24,101325,45,0.01,0.15,10.05
23,2518,-85,1,-23.2125,-45.8667,611.5,12,00,00,45.09,101325,45,0.04,0.21,9.98
24,2628,-85,1,-23.2125,-45.8667,612.0,12,00,00,45.61,101325,45,-0.06,0.21,10.01
25,2738,-85,1,-23.2125,-45.8667,612.5,12,00,00,45.24,101325,45,-0.05,0.19,9.96
26,2847,-85,1,-23.2125,-45.8667,613.0,12,00,00,45.57,101325,45,0.00,0.20,10.07
27,2958,-85,1,-23.2125,-45.8667,613.5,12,00,00,45.57,101325,45,-0.03,0.20,10.04
28,3067,-85,1,-23.2125,-45.8667,614.0,12,00,00,45.38,101325,45,-0.60,1.75,9.92
29,3177,-85,1,-23.2125,-45.8667,614.5,12,00,00,45.57,101325,45,-0.05,0.17,9.99
30,3287,-85,1,-23.2125,-45.8667,615.0,12,00,00,45.61,101325,45,0.02,0.18,10.03
31,3397,-85,1,-23.2125,-45.8667,615.5,12,00,00,45.61,101325,45,-0.08,0.17,10.05
32,3507,-85,1,-23.2125,-45.8667,616.0,12,00,00,45.52,101325,45,-0.10,-0.59,9.99
33,3616,-85,1,-23.2125,-45.8667,616.5,12,00,00,45.61,101325,45,-0.52,-0.81,10.82
34,3727,-85,1,-23.2125,-45.8667,617.0,12,00,00,45.38,101325,45,4.42,-1.04,8.30
35,3836,-85,1,-23.2125,-45.8667,617.5,12,00,00,45.71,101325,45,9.22,-1.52,7.09
36,3946,-85,1,-23.2125,-45.8667,618.0,12,00,00,45.38,101325,45,8.06,-0.15,3.22
37,4057,-85,1,-23.2125,-45.8667,618.5,12,00,00,45.71,101325,45,8.86,-0.83,3.99
38,4166,-85,1,-23.2125,-45.8667,619.0,12,00,00,45.57,101325,45,8.57,-0.75,5.32
39,4276,-85,1,-23.2125,-45.8667,619.5,12,00,00,45.33,101325,45,8.34,-0.87,5.87
40,4386,-85,1,-23.2125,-45.8667,620.0,12,00,00,45.38,101325,45,7.78,-1.01,6.56
41,4496,-85,1,-23.2125,-45.8667,620.5,12,00,00,45.38,101325,45,7.27,-1.02,6.95
42,4605,-85,1,-23.2125,-45.8667,621.0,12,00,00,45.42,101325,45,5.02,-1.67,9.76
43,4715,-85,1,-23.2125,-45.8667,621.5,12,00,00,45.42,101325,45,0.86,-1.16,10.15
44,4826,-85,1,-23.2125,-45.8667,622.0,12,00,00,45.61,101325,45,-1.94,-1.15,10.14
45,4935,-85,1,-23.2125,-45.8667,622.5,12,00,00,45.71,101325,45,-2.91,-0.92,8.91
46,5046,-85,1,-23.2125,-45.8667,623.0,12,00,00,45.42,101325,45,-3.54,-1.05,8.98
47,5155,-85,1,-23.2125,-45.8667,623.5,12,00,00,45.57,101325,45,-4.16,-0.81,8.67
48,5265,-85,1,-23.2125,-45.8667,624.0,12,00,00,45.24,101325,45,-4.62,-0.73,9.15
49,5376,-85,1,-23.2125,-45.8667,624.5,12,00,00,45.61,101325,45,-3.63,-0.74,8.90
50,5485,-85,1,-23.2125,-45.8667,625.0,12,00,00,45.24,101325,45,-3.79,-0.85,9.33
51,5595,-85,1,-23.2125,-45.8667,625.5,12,00,00,45.38,101325,45,-3.67,-0.91,9.12
52,5705,-85,1,-23.2125,-45.8667,626.0,12,00,00,45.57,101325,45,-3.64,-0.99,9.17
53,5815,-85,1,-23.2125,-45.8667,626.5,12,00,00,45.61,101325,45,-3.48,-0.81,9.06
54,5925,-85,1,-23.2125,-45.8667,627.0,12,00,00,45.75,101325,45,-3.49,-1.09,9.40
55,6035,-85,1,-23.2125,-45.8667,627.5,12,00,00,45.57,101325,45,-2.82,-1.01,9.24
56,6145,-85,1,-23.2125,-45.8667,628.0,12,00,00,45.75,101325,45,-3.14,-1.09,9.05
57,6255,-85,1,-23.2125,-45.8667,628.5,12,00,00,45.85,101325,45,-3.19,-1.17,9.00
58,6365,-85,1,-23.2125,-45.8667,629.0,12,00,00,45.52,101325,45,-3.04,-1.22,9.31
59,6474,-85,1,-23.2125,-45.8667,629.5,12,00,00,45.71,101325,45,-2.40,-1.38,9.91
60,6585,-85,1,-23.2125,-45.8667,630.0,12,00,00,45.52,101325,45,-3.07,-1.82,10.16
61,6694,-85,1,-23.2125,-45.8667,630.5,12,00,00,45.75,101325,45,-2.51,-3.36,8.01
62,6805,-85,1,-23.2125,-45.8667,631.0,12,00,00,45.38,101325,45,-1.77,-4.54,7.34
63,6915,-85,1,-23.2125,-45.8667,631.5,12,00,00,45.85,101325,45,-1.75,-5.13,7.77
64,7024,-85,1,-23.2125,-45.8667,632.0,12,00,00,45.57,101325,45,-0.79,-5.58,7.95
65,7135,-85,1,-23.2125,-45.8667,632.5,12,00,00,45.75,101325,45,-0.98,-5.46,8.24
66,7244,-85,1,-23.2125,-45.8667,633.0,12,00,00,45.61,101325,45,-0.20,-5.42,8.60
67,7354,-85,1,-23.2125,-45.8667,633.5,12,00,00,45.61,101325,45,-0.67,-4.79,7.91
68,7464,-85,1,-23.2125,-45.8667,634.0,12,00,00,45.61,101325,45,0.34,-4.28,9.09
69,7574,-85,1,-23.2125,-45.8667,634.5,12,00,00,45.61,101325,45,1.45,-4.18,9.50
70,7684,-85,1,-23.2125,-45.8667,635.0,12,00,00,45.61,101325,45,2.79,-2.51,10.14
71,7794,-85,1,-23.2125,-45.8667,635.5,12,00,00,45.61,101325,45,1.42,-1.32,14.65
72,7904,-85,1,-23.2125,-45.8667,636.0,12,00,00,45.57,101325,45,1.28,-1.20,9.69
73,8013,-85,1,-23.2125,-45.8667,636.5,12,00,00,45.38,101325,45,0.26,-0.54,10.51
74,8124,-85,1,-23.2125,-45.8667,637.0,12,00,00,45.57,101325,45,0.11,-0.18,10.11
75,8233,-85,1,-23.2125,-45.8667,637.5,12,00,00,45.71,101325,45,0.23,0.01,9.95
76,8343,-85,1,-23.2125,-45.8667,638.0,12,00,00,45.24,101325,45,0.00,0.22,9.99
77,8453,-85,1,-23.2125,-45.8667,638.5,12,00,00,45.85,101325,45,-0.08,0.00,9.66
78,8563,-85,1,-23.2125,-45.8667,639.0,12,00,00,45.61,101325,45,0.13,0.83,10.05
79,8673,-85,1,-23.2125,-45.8667,639.5,12,00,00,45.61,101325,45,0.18,1.20,10.01
80,8782,-85,1,-23.2125,-45.8667,640.0,12,00,00,45.61,101325,45,0.08,1.17,9.98
81,8892,-85,1,-23.2125,-45.8667,640.5,12,00,00,45.85,101325,45,0.08,1.18,9.93
82,9003,-85,1,-23.2125,-45.8667,641.0,12,00,00,45.24,101325,45,0.08,1.17,9.94
83,9112,-85,1,-23.2125,-45.8667,641.5,12,00,00,45.61,101325,45,0.05,1.13,9.90
84,9222,-85,1,-23.2125,-45.8667,642.0,12,00,00,45.38,101325,45,0.09,1.19,9.96
85,9331,-85,1,-23.2125,-45.8667,642.5,12,00,00,45.52,101325,45,0.07,1.16,9.98
86,9441,-85,1,-23.2125,-45.8667,643.0,12,00,00,45.42,101325,45,0.17,1.25,10.28
87,9551,-85,1,-23.2125,-45.8667,643.5,12,00,00,45.42,101325,45,0.05,1.16,10.01
88,9661,-85,1,-23.2125,-45.8667,644.0,12,00,00,45.52,101325,45,0.04,1.19,9.99
89,9771,-85,1,-23.2125,-45.8667,644.5,12,00,00,45.71,101325,45,0.07,1.17,9.95
90,9880,-85,1,-23.2125,-45.8667,645.0,12,00,00,45.75,101325,45,0.02,1.19,9.92
91,9991,-85,1,-23.2125,-45.8667,645.5,12,00,00,45.57,101325,45,0.05,1.21,9.90
92,10100,-85,1,-23.2125,-45.8667,646.0,12,00,00,45.52,101325,45,0.06,1.18,9.89
93,10210,-85,1,-23.2125,-45.8667,646.5,12,00,00,45.57,101325,45,0.07,1.18,9.88
94,10319,-85,1,-23.2125,-45.8667,647.0,12,00,00,45.57,101325,45,0.01,1.16,9.88
95,10430,-85,1,-23.2125,-45.8667,647.5,12,00,00,45.61,101325,45,0.09,1.16,9.86
96,10540,-85,1,-23.2125,-45.8667,648.0,12,00,00,45.75,101325,45,0.03,1.16,9.95
97,10649,-85,1,-23.2125,-45.8667,648.5,12,00,00,45.38,101325,45,0.06,1.19,9.95
98,10759,-85,1,-23.2125,-45.8667,649.0,12,00,00,45.33,101325,45,0.02,1.20,9.92
99,10869,-85,1,-23.2125,-45.8667,649.5,12,00,00,45.57,101325,45,0.09,1.15,9.92
100,10979,-85,1,-23.2125,-45.8667,650.0,12,00,00,45.71,101325,45,0.03,1.21,9.94
101,11088,-85,1,-23.2125,-45.8667,650.5,12,00,00,45.57,101325,45,0.09,1.22,9.95
102,11199,-85,1,-23.2125,-45.8667,651.0,12,00,00,45.57,101325,45,0.04,1.15,9.96
103,11309,-85,1,-23.2125,-45.8667,651.5,12,00,00,45.52,101325,45,0.03,1.20,9.97
104,11419,-85,1,-23.2125,-45.8667,652.0,12,00,00,45.71,101325,45,0.09,1.22,9.93
105,11529,-85,1,-23.2125,-45.8667,652.5,12,00,00,45.57,101325,45,0.05,1.16,9.95
106,11638,-85,1,-23.2125,-45.8667,653.0,12,00,00,45.33,101325,45,0.02,1.21,9.97
107,11749,-85,1,-23.2125,-45.8667,653.5,12,00,00,45.57,101325,45,0.07,1.21,9.97
108,11858,-85,1,-23.2125,-45.8667,654.0,12,00,00,45.57,101325,45,0.05,1.16,9.93
109,11968,-85,1,-23.2125,-45.8667,654.5,12,00,00,45.75,101325,45,0.03,1.16,9.97
110,12079,-85,1,-23.2125,-45.8667,655.0,12,00,00,45.85,101325,45,1.08,1.98,10.31
111,12188,-85,1,-23.2125,-45.8667,655.5,12,00,00,45.38,101325,45,0.87,1.23,10.36
112,12299,-85,1,-23.2125,-45.8667,656.0,12,00,00,45.52,101325,45,0.47,1.18,7.03
113,12408,-85,1,-23.2125,-45.8667,656.5,12,00,00,45.24,101325,45,-1.61,-0.51,9.20
114,12519,-85,1,-23.2125,-45.8667,657.0,12,00,00,45.61,101325,45,-1.01,-1.63,9.52
115,12628,-85,1,-23.2125,-45.8667,657.5,12,00,00,45.24,101325,45,-0.24,-1.17,11.09
116,12739,-85,1,-23.2125,-45.8667,658.0,12,00,00,45.57,101325,45,0.02,-0.06,10.22
117,12849,-85,1,-23.2125,-45.8667,658.5,12,00,00,45.57,101325,45,-0.12,0.09,10.30
118,12959,-85,1,-23.2125,-45.8667,659.0,12,00,00,45.71,101325,45,0.01,0.11,9.99
119,13069,-85,1,-23.2125,-45.8667,659.5,12,00,00,45.85,101325,45,0.06,0.12,9.96
120,13178,-85,1,-23.2125,-45.8667,660.0,12,00,00,45.85,101325,45,0.01,0.11,10.00
121,13289,-85,1,-23.2125,-45.8667,660.5,12,00,00,45.61,101325,45,0.03,0.11,9.99
122,13399,-85,1,-23.2125,-45.8667,661.0,12,00,00,45.61,101325,45,-0.00,0.14,9.99
123,13509,-85,1,-23.2125,-45.8667,661.5,12,00,00,45.61,101325,45,0.02,0.11,9.95
124,13619,-85,1,-23.2125,-45.8667,662.0,12,00,00,45.85,101325,45,0.00,0.11,9.96
125,13728,-85,1,-23.2125,-45.8667,662.5,12,00,00,45.75,101325,45,0.01,0.12,10.04
126,13839,-85,1,-23.2125,-45.8667,663.0,12,00,00,45.52,101325,45,0.03,0.10,10.03
127,13948,-85,1,-23.2125,-45.8667,663.5,12,00,00,45.57,101325,45,0.02,0.14,9.99
128,14059,-85,1,-23.2125,-45.8667,664.0,12,00,00,45.61,101325,45,-0.01,0.13,9.88
129,14169,-85,1,-23.2125,-45.8667,664.5,12,00,00,45.61,101325,45,0.01,0.11,9.98
130,14279,-85,1,-23.2125,-45.8667,665.0,12,00,00,45.52,101325,45,0.03,0.09,9.96
131,14389,-85,1,-23.2125,-45.8667,665.5,12,00,00,45.24,101325,45,0.02,0.11,10.03
132,14498,-85,1,-23.2125,-45.8667,666.0,12,00,00,45.38,101325,45,0.00,0.13,9.98
133,14609,-85,1,-23.2125,-45.8667,666.5,12,00,00,45.75,101325,45,0.01,0.11,10.00
134,14718,-85,1,-23.2125,-45.8667,667.0,12,00,00,45.42,101325,45,-0.02,0.11,10.01
135,14829,-85,1,-23.2125,-45.8667,667.5,12,00,00,45.75,101325,45,0.00,0.11,9.96
136,14939,-85,1,-23.2125,-45.8667,668.0,12,00,00,45.57,101325,45,-0.00,0.07,9.98
137,15048,-85,1,-23.2125,-45.8667,668.5,12,00,00,45.61,101325,45,0.03,0.11,9.97
138,15159,-85,1,-23.2125,-45.8667,669.0,12,00,00,45.61,101325,45,0.00,0.11,10.02
139,15268,-85,1,-23.2125,-45.8667,669.5,12,00,00,45.38,101325,45,0.02,0.11,10.00
140,15379,-85,1,-23.2125,-45.8667,670.0,12,00,00,45.57,101325,45,0.00,0.07,10.00
141,15489,-85,1,-23.2125,-45.8667,670.5,12,00,00,45.38,101325,45,0.07,0.12,9.99
142,15599,-85,1,-23.2125,-45.8667,671.0,12,00,00,45.61,101325,45,0.01,0.11,10.04
143,15709,-85,1,-23.2125,-45.8667,671.5,12,00,00,45.42,101325,45,-0.03,0.11,10.01
144,15819,-85,1,-23.2125,-45.8667,672.0,12,00,00,45.75,101325,45,-0.01,0.15,10.02
145,15929,-85,1,-23.2125,-45.8667,672.5,12,00,00,45.75,101325,45,0.00,0.09,10.03
146,16038,-85,1,-23.2125,-45.8667,673.0,12,00,00,45.89,101325,45,0.06,0.10,10.00
147,16149,-85,1,-23.2125,-45.8667,673.5,12,00,00,45.52,101325,45,0.03,0.09,10.04
148,16259,-85,1,-23.2125,-45.8667,674.0,12,00,00,45.61,101325,45,0.01,0.11,9.97
149,16369,-85,1,-23.2125,-45.8667,674.5,12,00,00,45.57,101325,45,0.05,0.11,9.99
150,16479,-85,1,-23.2125,-45.8667,675.0,12,00,00,45.61,101325,45,0.02,0.15,9.99
151,16588,-85,1,-23.2125,-45.8667,675.5,12,00,00,45.57,101325,45,-0.01,0.12,10.03
152,16699,-85,1,-23.2125,-45.8667,676.0,12,00,00,45.71,101325,45,-0.02,0.07,10.07
153,16809,-85,1,-23.2125,-45.8667,676.5,12,00,00,45.38,101325,45,0.01,0.10,9.98
154,16919,-85,1,-23.2125,-45.8667,677.0,12,00,00,45.57,101325,45,0.00,0.09,10.04
155,17029,-85,1,-23.2125,-45.8667,677.5,12,00,00,45.57,101325,45,-0.01,0.09,10.02
156,17139,-85,1,-23.2125,-45.8667,678.0,12,00,00,45.61,101325,45,-0.02,0.14,9.99
157,17249,-85,1,-23.2125,-45.8667,678.5,12,00,00,45.57,101325,45,0.05,0.10,9.97
158,17359,-85,1,-23.2125,-45.8667,679.0,12,00,00,45.61,101325,45,0.04,0.11,10.01
159,17469,-85,1,-23.2125,-45.8667,679.5,12,00,00,45.61,101325,45,0.03,0.13,9.99
160,17579,-85,1,-23.2125,-45.8667,680.0,12,00,00,45.57,101325,45,-0.01,0.11,10.06
161,17689,-85,1,-23.2125,-45.8667,680.5,12,00,00,45.61,101325,45,0.02,0.09,9.96
162,17799,-85,1,-23.2125,-45.8667,681.0,12,00,00,45.52,101325,45,-0.00,0.12,10.01
163,17909,-85,1,-23.2125,-45.8667,681.5,12,00,00,45.75,101325,45,0.00,0.11,9.99
164,18019,-85,1,-23.2125,-45.8667,682.0,12,00,00,45.61,101325,45,-0.02,0.11,9.97
165,18129,-85,1,-23.2125,-45.8667,682.5,12,00,00,45.61,101325,45,-0.02,0.10,9.93
166,18239,-85,1,-23.2125,-45.8667,683.0,12,00,00,45.61,101325,45,0.02,0.08,9.98
167,18350,-85,1,-23.2125,-45.8667,683.5,12,00,00,45.42,101325,45,-0.01,0.11,9.97
168,18459,-85,1,-23.2125,-45.8667,684.0,12,00,00,45.38,101325,45,0.02,0.10,9.98
169,18569,-85,1,-23.2125,-45.8667,684.5,12,00,00,45.71,101325,45,0.01,0.11,9.98
170,18679,-85,1,-23.2125,-45.8667,685.0,12,00,00,45.57,101325,45,-0.01,0.16,10.00
171,18789,-85,1,-23.2125,-45.8667,685.5,12,00,00,45.75,101325,45,-0.00,0.10,10.03
172,18899,-85,1,-23.2125,-45.8667,686.0,12,00,00,45.57,101325,45,-0.01,0.09,10.01
173,19009,-85,1,-23.2125,-45.8667,686.5,12,00,00,45.38,101325,45,-0.03,0.13,9.97
174,19120,-85,1,-23.2125,-45.8667,687.0,12,00,00,45.71,101325,45,0.00,0.07,9.98
175,19229,-85,1,-23.2125,-45.8667,687.5,12,00,00,45.57,101325,45,0.01,0.09,9.95
176,19339,-85,1,-23.2125,-45.8667,688.0,12,00,00,45.85,101325,45,0.01,0.11,9.98
177,19449,-85,1,-23.2125,-45.8667,688.5,12,00,00,45.38,101325,45,-0.03,0.11,10.02
178,19559,-85,1,-23.2125,-45.8667,689.0,12,00,00,45.33,101325,45,-0.00,0.11,9.98
179,19670,-85,1,-23.2125,-45.8667,689.5,12,00,00,45.57,101325,45,-0.01,0.11,10.06
180,19779,-85,1,-23.2125,-45.8667,690.0,12,00,00,45.75,101325,45,0.03,0.10,9.96
181,19890,-85,1,-23.2125,-45.8667,690.5,12,00,00,45.33,101325,45,0.05,0.06,10.01
182,19999,-85,1,-23.2125,-45.8667,691.0,12,00,00,45.61,101325,45,0.01,0.12,9.97
183,20110,-85,1,-23.2125,-45.8667,691.5,12,00,00,45.89,101325,45,-0.03,0.10,10.00
184,20219,-85,1,-23.2125,-45.8667,692.0,12,00,00,45.89,101325,45,0.04,0.08,9.97
185,20329,-85,1,-23.2125,-45.8667,692.5,12,00,00,45.71,101325,45,-0.02,0.13,10.00
186,20440,-85,1,-23.2125,-45.8667,693.0,12,00,00,45.61,101325,45,-0.00,0.08,9.97
187,20549,-85,1,-23.2125,-45.8667,693.5,12,00,00,45.71,101325,45,-0.04,0.10,9.98
188,20660,-85,1,-23.2125,-45.8667,694.0,12,00,00,45.57,101325,45,-0.01,0.08,10.03
189,20769,-85,1,-23.2125,-45.8667,694.5,12,00,00,45.75,101325,45,0.01,0.09,9.96
190,20880,-85,1,-23.2125,-45.8667,695.0,12,00,00,45.89,101325,45,-0.01,0.14,9.98
191,20989,-85,1,-23.2125,-45.8667,695.5,12,00,00,45.61,101325,45,0.05,0.11,9.97
192,21100,-85,1,-23.2125,-45.8667,696.0,12,00,00,45.57,101325,45,0.01,0.12,9.93
193,21210,-85,1,-23.2125,-45.8667,696.5,12,00,00,45.75,101325,45,-0.03,0.14,9.98
194,21319,-85,1,-23.2125,-45.8667,697.0,12,00,00,45.57,101325,45,0.01,0.12,10.00
195,21430,-85,1,-23.2125,-45.8667,697.5,12,00,00,45.71,101325,45,0.01,0.09,10.01
196,21539,-85,1,-23.2125,-45.8667,698.0,12,00,00,45.38,101325,45,0.00,0.06,10.03
197,21650,-85,1,-23.2125,-45.8667,698.5,12,00,00,45.61,101325,45,-0.02,0.07,9.99
198,21760,-85,1,-23.2125,-45.8667,699.0,12,00,00,45.24,101325,45,0.02,0.11,9.97
199,21869,-85,1,-23.2125,-45.8667,699.5,12,00,00,45.71,101325,45,0.01,0.12,10.03
200,21980,-85,1,-23.2125,-45.8667,700.0,12,00,00,45.57,101325,45,-0.02,0.13,9.96
201,22089,-85,1,-23.2125,-45.8667,700.5,12,00,00,45.57,101325,45,0.00,0.09,10.00
202,22200,-85,1,-23.2125,-45.8667,701.0,12,00,00,45.75,101325,45,-0.01,0.11,9.93
203,22309,-85,1,-23.2125,-45.8667,701.5,12,00,00,45.71,101325,45,0.04,0.09,9.98
204,22420,-85,1,-23.2125,-45.8667,702.0,12,00,00,45.61,101325,45,0.01,0.08,10.01
205,22530,-85,1,-23.2125,-45.8667,702.5,12,00,00,45.57,101325,45,-0.05,0.11,10.03
206,22640,-85,1,-23.2125,-45.8667,703.0,12,00,00,45.61,101325,45,0.01,0.06,9.97
207,22750,-85,1,-23.2125,-45.8667,703.5,12,00,00,45.61,101325,45,0.00,0.12,10.07
208,22859,-85,1,-23.2125,-45.8667,704.0,12,00,00,45.71,101325,45,-0.01,0.10,10.07
209,22970,-85,1,-23.2125,-45.8667,704.5,12,00,00,45.42,101325,45,-0.01,0.14,10.05
210,23079,-85,1,-23.2125,-45.8667,705.0,12,00,00,45.61,101325,45,-0.01,0.13,9.94
211,23190,-85,1,-23.2125,-45.8667,705.5,12,00,00,45.61,101325,45,0.01,0.10,9.96
212,23300,-85,1,-23.2125,-45.8667,706.0,12,00,00,45.71,101325,45,-0.00,0.12,9.97
213,23410,-85,1,-23.2125,-45.8667,706.5,12,00,00,45.71,101325,45,0.02,0.10,9.99
214,23520,-85,1,-23.2125,-45.8667,707.0,12,00,00,45.57,101325,45,-0.01,0.12,9.98
215,23630,-85,1,-23.2125,-45.8667,707.5,12,00,00,45.61,101325,45,-0.02,0.13,10.01
216,23740,-85,1,-23.2125,-45.8667,708.0,12,00,00,45.57,101325,45,-0.02,0.12,10.03
217,23851,-85,1,-23.2125,-45.8667,708.5,12,00,00,45.57,101325,45,-0.01,0.09,9.98
218,23960,-85,1,-23.2125,-45.8667,709.0,12,00,00,45.94,101325,45,-0.00,0.12,9.95
219,24071,-85,1,-23.2125,-45.8667,709.5,12,00,00,45.61,101325,45,-0.01,0.15,10.00
220,24180,-85,1,-23.2125,-45.8667,710.0,12,00,00,45.52,101325,45,0.02,0.10,9.98
221,24290,-85,1,-23.2125,-45.8667,710.5,12,00,00,45.57,101325,45,0.04,0.15,9.93
222,24400,-85,1,-23.2125,-45.8667,711.0,12,00,00,45.19,101325,45,-0.04,0.10,9.97
223,24510,-85,1,-23.2125,-45.8667,711.5,12,00,00,45.57,101325,45,-0.00,0.12,10.03
224,24621,-85,1,-23.2125,-45.8667,712.0,12,00,00,45.71,101325,45,-0.04,0.10,10.08
225,24730,-85,1,-23.2125,-45.8667,712.5,12,00,00,45.42,101325,45,-0.01,0.12,9.97
226,24841,-85,1,-23.2125,-45.8667,713.0,12,00,00,45.85,101325,45,0.01,0.11,10.01
227,24950,-85,1,-23.2125,-45.8667,713.5,12,00,00,45.33,101325,45,-0.02,0.13,9.96
228,25061,-85,1,-23.2125,-45.8667,714.0,12,00,00,45.57,101325,45,-0.01,0.15,10.03
229,25170,-85,1,-23.2125,-45.8667,714.5,12,00,00,45.61,101325,45,0.00,0.06,9.99
230,25280,-85,1,-23.2125,-45.8667,715.0,12,00,00,45.71,101325,45,0.03,0.11,10.00
231,25391,-85,1,-23.2125,-45.8667,715.5,12,00,00,45.71,101325,45,-0.03,0.11,10.04
232,25500,-85,1,-23.2125,-45.8667,716.0,12,00,00,45.57,101325,45,0.02,0.10,9.99
233,25611,-85,1,-23.2125,-45.8667,716.5,12,00,00,45.57,101325,45,0.00,0.16,10.02
234,25720,-85,1,-23.2125,-45.8667,717.0,12,00,00,45.57,101325,45,0.00,0.11,10.04
235,25831,-85,1,-23.2125,-45.8667,717.5,12,00,00,45.75,101325,45,-0.01,0.11,9.95
236,25940,-85,1,-23.2125,-45.8667,718.0,12,00,00,45.71,101325,45,-0.02,0.13,9.98
237,26051,-85,1,-23.2125,-45.8667,718.5,12,00,00,45.33,101325,45,0.02,0.09,9.98
238,26161,-85,1,-23.2125,-45.8667,719.0,12,00,00,45.57,101325,45,0.01,0.11,10.00
239,26270,-85,1,-23.2125,-45.8667,719.5,12,00,00,45.85,101325,45,-0.01,0.15,9.97
240,26381,-85,1,-23.2125,-45.8667,720.0,12,00,00,45.57,101325,45,0.01,0.12,9.94
241,26490,-85,1,-23.2125,-45.8667,720.5,12,00,00,45.57,101325,45,-0.05,0.11,9.95
242,26601,-85,1,-23.2125,-45.8667,721.0,12,00,00,45.52,101325,45,-0.05,0.11,10.01
243,26711,-85,1,-23.2125,-45.8667,721.5,12,00,00,45.61,101325,45,-0.03,0.15,9.99
244,26821,-85,1,-23.2125,-45.8667,722.0,12,00,00,45.57,101325,45,-0.01,0.09,10.05
245,26931,-85,1,-23.2125,-45.8667,722.5,12,00,00,45.71,101325,45,-0.01,0.10,10.05
246,27041,-85,1,-23.2125,-45.8667,723.0,12,00,00,45.52,101325,45,-0.03,0.11,10.03
247,27151,-85,1,-23.2125,-45.8667,723.5,12,00,00,45.24,101325,45,0.00,0.12,9.98
248,27261,-85,1,-23.2125,-45.8667,724.0,12,00,00,45.38,101325,45,-0.03,0.09,10.02
249,27371,-85,1,-23.2125,-45.8667,724.5,12,00,00,45.38,101325,45,-0.04,0.11,9.94
250,27482,-85,1,-23.2125,-45.8667,725.0,12,00,00,45.57,101325,45,0.03,0.08,9.97
251,27591,-85,1,-23.2125,-45.8667,725.5,12,00,00,45.71,101325,45,0.04,0.13,10.09
252,27701,-85,1,-23.2125,-45.8667,726.0,12,00,00,45.75,101325,45,0.04,0.11,10.04
253,27811,-85,1,-23.2125,-45.8667,726.5,12,00,00,45.52,101325,45,-0.03,0.10,10.00
254,27921,-85,1,-23.2125,-45.8667,727.0,12,00,00,45.33,101325,45,0.00,0.13,10.05
255,28032,-85,1,-23.2125,-45.8667,727.5,12,00,00,45.71,101325,45,0.01,0.07,10.03
256,28141,-85,1,-23.2125,-45.8667,728.0,12,00,00,45.61,101325,45,-0.10,0.07,9.98
257,28252,-85,1,-23.2125,-45.8667,728.5,12,00,00,45.52,101325,45,0.07,0.12,9.89
