Carga,Tempo (ms),Carga %,Tempo (min)
95.6,9661,95.6%,0.16101666666666667
95.5,9772,95.5%,0.16286666666666666
95.5,9881,95.5%,0.16468333333333332
95.4,9991,95.4%,0.16651666666666667
95.4,10101,95.4%,0.16835
95.3,10211,95.3%,0.17018333333333333
95.3,10321,95.3%,0.17201666666666668
95.2,10431,95.2%,0.17385
95.2,10541,95.2%,0.17568333333333333
95.1,10651,95.1%,0.17751666666666666
95.1,10761,95.1%,0.17935
95.0,10870,95.0%,0.18116666666666667
95.0,10981,95.0%,0.18301666666666666
94.9,11090,94.9%,0.18483333333333332
94.9,11201,94.9%,0.18668333333333334
94.8,11311,94.8%,0.18851666666666667
94.8,11421,94.8%,0.19035
94.7,11531,94.7%,0.19218333333333334
94.7,11641,94.7%,0.19401666666666667
94.6,11751,94.6%,0.19585
94.6,11860,94.6%,0.19766666666666666
94.5,11971,94.5%,0.19951666666666668
94.5,12081,94.5%,0.20135
94.4,12191,94.4%,0.20318333333333333
94.4,12301,94.4%,0.20501666666666668
94.3,12411,94.3%,0.20685
94.3,12521,94.3%,0.20868333333333333
94.2,12632,94.2%,0.21053333333333332
94.2,12741,94.2%,0.21235
94.1,12851,94.1%,0.21418333333333334
94.1,12961,94.1%,0.21601666666666666
94.0,13071,94.0%,0.21785
94.0,13181,94.0%,0.21968333333333334
93.9,13291,93.9%,0.22151666666666667
93.9,13402,93.9%,0.22336666666666666
93.8,13511,93.8%,0.22518333333333335
93.8,13622,93.8%,0.22703333333333334
93.7,13731,93.7%,0.22885
93.7,13841,93.7%,0.23068333333333332
93.6,13952,93.6%,0.23253333333333334
93.6,14061,93.6%,0.23435
93.5,14172,93.5%,0.2362
93.5,14281,93.5%,0.23801666666666665
93.4,14392,93.4%,0.23986666666666667
93.4,14501,93.4%,0.24168333333333333
93.3,14612,93.3%,0.24353333333333332
93.3,14722,93.3%,0.24536666666666668
93.2,14831,93.2%,0.24718333333333334
93.2,14942,93.2%,0.24903333333333333
93.1,15051,93.1%,0.25085
93.1,15162,93.1%,0.2527
93.0,15271,93.0%,0.25451666666666667
93.0,15382,93.0%,0.2563666666666667
92.9,15492,92.9%,0.2582
92.9,15602,92.9%,0.26003333333333334
92.8,15712,92.8%,0.2618666666666667
92.8,15822,92.8%,0.2637
92.7,15932,92.7%,0.26553333333333334
92.7,16041,92.7%,0.26735
92.6,16152,92.6%,0.2692
92.6,16262,92.6%,0.27103333333333335
92.5,16372,92.5%,0.27286666666666665
92.5,16482,92.5%,0.2747
92.4,16592,92.4%,0.27653333333333335
92.4,16702,92.4%,0.27836666666666665
92.3,16813,92.3%,0.28021666666666667
92.3,16922,92.3%,0.28203333333333336
92.2,17033,92.2%,0.2838833333333333
92.2,17142,92.2%,0.2857
92.1,17252,92.1%,0.2875333333333333
92.1,17362,92.1%,0.28936666666666666
92.0,17472,92.0%,0.2912
92.0,17583,92.0%,0.29305
91.9,17692,91.9%,0.29486666666666667
91.9,17803,91.9%,0.2967166666666667
91.8,17912,91.8%,0.2985333333333333
91.8,18023,91.8%,0.30038333333333334
91.7,18132,91.7%,0.3022
91.7,18243,91.7%,0.30405
91.6,18353,91.6%,0.30588333333333334
91.6,18463,91.6%,0.3077166666666667
91.5,18573,91.5%,0.30955
91.5,18683,91.5%,0.31138333333333335
91.4,18793,91.4%,0.31321666666666664
91.4,18904,91.4%,0.31506666666666666
91.3,19013,91.3%,0.31688333333333335
91.3,19124,91.3%,0.3187333333333333
91.2,19233,91.2%,0.32055
91.2,19344,91.2%,0.3224
91.1,19453,91.1%,0.32421666666666665
91.1,19564,91.1%,0.32606666666666667
91.0,19674,91.0%,0.3279
91.0,19784,91.0%,0.3297333333333333
90.9,19894,90.9%,0.3315666666666667
90.9,20003,90.9%,0.3333833333333333
90.8,20114,90.8%,0.3352333333333333
90.8,20225,90.8%,0.33708333333333335
90.7,20334,90.7%,0.3389
90.7,20444,90.7%,0.34073333333333333
90.6,20554,90.6%,0.3425666666666667
90.6,20664,90.6%,0.3444
90.5,20774,90.5%,0.34623333333333334
90.5,20884,90.5%,0.3480666666666667
90.4,20995,90.4%,0.34991666666666665
90.4,21104,90.4%,0.35173333333333334
90.3,21215,90.3%,0.35358333333333336
90.3,21324,90.3%,0.3554
90.2,21435,90.2%,0.35725
90.2,21544,90.2%,0.35906666666666665
90.1,21655,90.1%,0.36091666666666666
90.1,21765,90.1%,0.36275
90.0,21875,90.0%,0.3645833333333333
90.0,21985,90.0%,0.36641666666666667
89.9,22095,89.9%,0.36825
89.9,22205,89.9%,0.3700833333333333
89.8,22316,89.8%,0.37193333333333334
89.8,22425,89.8%,0.37375
89.7,22536,89.7%,0.3756
89.7,22645,89.7%,0.3774166666666667
89.6,22755,89.6%,0.37925
89.6,22865,89.6%,0.38108333333333333
89.5,22975,89.5%,0.3829166666666667
89.5,23086,89.5%,0.38476666666666665
89.4,23195,89.4%,0.38658333333333333
89.4,23306,89.4%,0.38843333333333335
89.3,23415,89.3%,0.39025
89.3,23526,89.3%,0.3921
89.2,23636,89.2%,0.39393333333333336
89.2,23746,89.2%,0.39576666666666666
89.1,23856,89.1%,0.3976
89.1,23966,89.1%,0.3994333333333333
89.0,24076,89.0%,0.40126666666666666
89.0,24186,89.0%,0.4031
88.9,24296,88.9%,0.4049333333333333
88.9,24407,88.9%,0.40678333333333333
88.8,24516,88.8%,0.4086
88.8,24627,88.8%,0.41045
88.7,24736,88.7%,0.41226666666666667
88.7,24847,88.7%,0.4141166666666667
88.6,24956,88.6%,0.4159333333333333
88.6,25067,88.6%,0.41778333333333334
88.5,25177,88.5%,0.4196166666666667
88.5,25287,88.5%,0.42145
88.4,25397,88.4%,0.42328333333333334
88.4,25507,88.4%,0.42511666666666664
88.3,25617,88.3%,0.42695
88.3,25728,88.3%,0.4288
88.2,25837,88.2%,0.43061666666666665
88.2,25948,88.2%,0.43246666666666667
88.1,26057,88.1%,0.43428333333333335
88.1,26168,88.1%,0.4361333333333333
88.0,26277,88.0%,0.43795
88.0,26388,88.0%,0.4398
87.9,26498,87.9%,0.4416333333333333
87.9,26608,87.9%,0.4434666666666667
87.8,26718,87.8%,0.4453
87.8,26828,87.8%,0.4471333333333333
87.7,26938,87.7%,0.4489666666666667
87.7,27048,87.7%,0.4508
87.6,27158,87.6%,0.45263333333333333
87.6,27269,87.6%,0.45448333333333335
87.5,27378,87.5%,0.4563
87.5,27489,87.5%,0.45815
87.4,27598,87.4%,0.4599666666666667
87.4,27708,87.4%,0.4618
87.3,27819,87.3%,0.46365
87.3,27928,87.3%,0.46546666666666664
87.2,28039,87.2%,0.46731666666666666
87.2,28148,87.2%,0.46913333333333335
87.1,28259,87.1%,0.4709833333333333
87.1,28368,87.1%,0.4728
87.0,28479,87.0%,0.47465
87.0,28589,87.0%,0.4764833333333333
86.9,28699,86.9%,0.47831666666666667
86.9,28809,86.9%,0.48015
86.8,28919,86.8%,0.4819833333333333
86.8,29029,86.8%,0.4838166666666667
86.7,29139,86.7%,0.48565
86.7,29249,86.7%,0.4874833333333333
86.6,29360,86.6%,0.48933333333333334
86.6,29469,86.6%,0.49115
86.5,29580,86.5%,0.493
86.5,29689,86.5%,0.4948166666666667
86.4,29800,86.4%,0.49666666666666665
86.4,29910,86.4%,0.4985
86.3,30020,86.3%,0.5003333333333333
86.3,30130,86.3%,0.5021666666666667
86.2,30240,86.2%,0.504
86.2,30350,86.2%,0.5058333333333334
86.1,30460,86.1%,0.5076666666666667
86.1,30570,86.1%,0.5095
86.0,30681,86.0%,0.51135
86.0,30790,86.0%,0.5131666666666667
85.9,30901,85.9%,0.5150166666666667
85.9,31010,85.9%,0.5168333333333334
85.8,31121,85.8%,0.5186833333333334
85.8,31230,85.8%,0.5205
85.7,31341,85.7%,0.52235
85.7,31451,85.7%,0.5241833333333333
85.6,31561,85.6%,0.5260166666666667
85.6,31671,85.6%,0.52785
85.5,31781,85.5%,0.5296833333333333
85.5,31891,85.5%,0.5315166666666666
85.4,32002,85.4%,0.5333666666666667
85.4,32111,85.4%,0.5351833333333333
85.3,32222,85.3%,0.5370333333333334
85.3,32331,85.3%,0.53885
85.2,32441,85.2%,0.5406833333333333
85.2,32551,85.2%,0.5425166666666666
85.1,32661,85.1%,0.54435
85.1,32772,85.1%,0.5462
85.0,32882,85.0%,0.5480333333333334
85.0,32992,85.0%,0.5498666666666666
84.9,33102,84.9%,0.5517
84.9,33212,84.9%,0.5535333333333333
84.8,33321,84.8%,0.55535
84.8,33432,84.8%,0.5572
84.7,33542,84.7%,0.5590333333333334
84.7,33652,84.7%,0.5608666666666666
84.6,33762,84.6%,0.5627
84.6,33872,84.6%,0.5645333333333333
84.5,33982,84.5%,0.5663666666666667
84.5,34093,84.5%,0.5682166666666667
84.4,34202,84.4%,0.5700333333333333
84.4,34312,84.4%,0.5718666666666666
84.3,34422,84.3%,0.5737
84.3,34532,84.3%,0.5755333333333333
84.2,34642,84.2%,0.5773666666666667
84.2,34752,84.2%,0.5792
84.1,34863,84.1%,0.58105
84.1,34973,84.1%,0.5828833333333333
84.0,35083,84.0%,0.5847166666666667
84.0,35193,84.0%,0.58655
83.9,35303,83.9%,0.5883833333333334
83.9,35412,83.9%,0.5902
83.8,35523,83.8%,0.59205
83.8,35633,83.8%,0.5938833333333333
83.7,35743,83.7%,0.5957166666666667
83.7,35853,83.7%,0.59755
83.6,35963,83.6%,0.5993833333333334
83.6,36073,83.6%,0.6012166666666666
83.5,36184,83.5%,0.6030666666666666
83.5,36293,83.5%,0.6048833333333333
83.4,36404,83.4%,0.6067333333333333
83.4,36513,83.4%,0.60855
83.3,36624,83.3%,0.6104
83.3,36733,83.3%,0.6122166666666666
83.2,36844,83.2%,0.6140666666666666
83.2,36954,83.2%,0.6159
83.1,37064,83.1%,0.6177333333333334
83.1,37174,83.1%,0.6195666666666667
83.0,37284,83.0%,0.6214
83.0,37394,83.0%,0.6232333333333333
82.9,37505,82.9%,0.6250833333333333
82.9,37614,82.9%,0.6269
82.8,37725,82.8%,0.62875
82.8,37834,82.8%,0.6305666666666667
82.7,37945,82.7%,0.6324166666666666
82.7,38054,82.7%,0.6342333333333333
82.6,38165,82.6%,0.6360833333333333
82.6,38275,82.6%,0.6379166666666667
82.5,38385,82.5%,0.63975
82.5,38495,82.5%,0.6415833333333333
82.4,38605,82.4%,0.6434166666666666
82.4,38715,82.4%,0.64525
82.3,38825,82.3%,0.6470833333333333
82.3,38935,82.3%,0.6489166666666667
82.2,39046,82.2%,0.6507666666666667
82.2,39155,82.2%,0.6525833333333333
82.1,39265,82.1%,0.6544166666666666
82.1,39375,82.1%,0.65625
82.0,39485,82.0%,0.6580833333333334
82.0,39596,82.0%,0.6599333333333334
81.9,39705,81.9%,0.66175
81.9,39816,81.9%,0.6636
81.8,39925,81.8%,0.6654166666666667
81.8,40036,81.8%,0.6672666666666667
81.7,40145,81.7%,0.6690833333333334
81.7,40256,81.7%,0.6709333333333334
81.6,40366,81.6%,0.6727666666666666
81.6,40476,81.6%,0.6746
81.5,40586,81.5%,0.6764333333333333
81.5,40696,81.5%,0.6782666666666667
81.4,40806,81.4%,0.6801
81.4,40916,81.4%,0.6819333333333333
81.3,41026,81.3%,0.6837666666666666
81.3,41137,81.3%,0.6856166666666667
81.2,41246,81.2%,0.6874333333333333
81.2,41357,81.2%,0.6892833333333334
81.1,41466,81.1%,0.6911
81.1,41577,81.1%,0.69295
81.0,41687,81.0%,0.6947833333333333
81.0,41797,81.0%,0.6966166666666667
80.9,41907,80.9%,0.69845
80.9,42017,80.9%,0.7002833333333334
80.8,42127,80.8%,0.7021166666666666
80.8,42237,80.8%,0.70395
80.7,42347,80.7%,0.7057833333333333
80.7,42458,80.7%,0.7076333333333333
80.6,42567,80.6%,0.70945
80.6,42678,80.6%,0.7113
80.5,42787,80.5%,0.7131166666666666
80.5,42898,80.5%,0.7149666666666666
80.4,43008,80.4%,0.7168
80.4,43118,80.4%,0.7186333333333333
80.3,43228,80.3%,0.7204666666666667
80.3,43337,80.3%,0.7222833333333334
80.2,43448,80.2%,0.7241333333333333
80.2,43557,80.2%,0.72595
80.1,43668,80.1%,0.7278
80.1,43778,80.1%,0.7296333333333334
80.0,43888,80.0%,0.7314666666666667
80.0,43998,80.0%,0.7333
79.9,44108,79.9%,0.7351333333333333
79.9,44218,79.9%,0.7369666666666667
79.8,44328,79.8%,0.7388
79.8,44438,79.8%,0.7406333333333334
79.7,44549,79.7%,0.7424833333333334
79.7,44658,79.7%,0.7443
79.6,44769,79.6%,0.74615
79.6,44878,79.6%,0.7479666666666667
79.5,44989,79.5%,0.7498166666666667
79.5,45099,79.5%,0.75165
79.4,45209,79.4%,0.7534833333333333
79.4,45319,79.4%,0.7553166666666666
79.3,45429,79.3%,0.75715
79.3,45539,79.3%,0.7589833333333333
79.2,45649,79.2%,0.7608166666666667
79.2,45759,79.2%,0.76265
79.1,45869,79.1%,0.7644833333333333
79.1,45979,79.1%,0.7663166666666666
79.0,46089,79.0%,0.76815
79.0,46199,79.0%,0.7699833333333334
78.9,46310,78.9%,0.7718333333333334
78.9,46419,78.9%,0.77365
78.8,46530,78.8%,0.7755
78.8,46640,78.8%,0.7773333333333333
78.7,46749,78.7%,0.77915
78.7,46860,78.7%,0.781
78.6,46969,78.6%,0.7828166666666667
78.6,47080,78.6%,0.7846666666666666
78.5,47190,78.5%,0.7865
78.5,47300,78.5%,0.7883333333333333
78.4,47410,78.4%,0.7901666666666667
78.4,47519,78.4%,0.7919833333333334
78.3,47630,78.3%,0.7938333333333333
78.3,47740,78.3%,0.7956666666666666
78.2,47850,78.2%,0.7975
78.2,47961,78.2%,0.79935
78.1,48070,78.1%,0.8011666666666667
78.1,48180,78.1%,0.803
78.0,48290,78.0%,0.8048333333333333
78.0,48400,78.0%,0.8066666666666666
77.9,48510,77.9%,0.8085
77.9,48620,77.9%,0.8103333333333333
77.8,48731,77.8%,0.8121833333333334
77.8,48840,77.8%,0.814
77.7,48951,77.7%,0.81585
77.7,49060,77.7%,0.8176666666666667
77.6,49171,77.6%,0.8195166666666667
77.6,49281,77.6%,0.82135
77.5,49391,77.5%,0.8231833333333334
77.5,49501,77.5%,0.8250166666666666
77.4,49611,77.4%,0.82685
77.4,49721,77.4%,0.8286833333333333
77.3,49831,77.3%,0.8305166666666667
77.3,49941,77.3%,0.83235
77.2,50052,77.2%,0.8342
77.2,50161,77.2%,0.8360166666666666
77.1,50272,77.1%,0.8378666666666666
77.1,50381,77.1%,0.8396833333333333
77.0,50492,77.0%,0.8415333333333334
77.0,50601,77.0%,0.84335
76.9,50711,76.9%,0.8451833333333333
76.9,50822,76.9%,0.8470333333333333
76.8,50931,76.8%,0.84885
76.8,51042,76.8%,0.8507
76.7,51151,76.7%,0.8525166666666667
76.7,51262,76.7%,0.8543666666666667
76.6,51372,76.6%,0.8562
76.6,51482,76.6%,0.8580333333333333
76.5,51592,76.5%,0.8598666666666667
76.5,51702,76.5%,0.8617
76.4,51812,76.4%,0.8635333333333334
76.4,51922,76.4%,0.8653666666666666
76.3,52032,76.3%,0.8672
76.3,52143,76.3%,0.86905
76.2,52252,76.2%,0.8708666666666667
76.2,52363,76.2%,0.8727166666666667
76.1,52472,76.1%,0.8745333333333334
76.1,52583,76.1%,0.8763833333333333
76.0,52692,76.0%,0.8782
76.0,52803,76.0%,0.88005
75.9,52913,75.9%,0.8818833333333334
75.9,53023,75.9%,0.8837166666666667
75.8,53133,75.8%,0.88555
75.8,53243,75.8%,0.8873833333333333
75.7,53353,75.7%,0.8892166666666667
75.7,53464,75.7%,0.8910666666666667
75.6,53573,75.6%,0.8928833333333334
75.6,53683,75.6%,0.8947166666666667
75.5,53793,75.5%,0.89655
75.5,53904,75.5%,0.8984
75.4,54013,75.4%,0.9002166666666667
75.4,54123,75.4%,0.90205
75.3,54234,75.3%,0.9039
75.3,54343,75.3%,0.9057166666666666
75.2,54454,75.2%,0.9075666666666666
75.2,54563,75.2%,0.9093833333333333
75.1,54674,75.1%,0.9112333333333333
75.1,54784,75.1%,0.9130666666666667
75.0,54894,75.0%,0.9149
75.0,55004,75.0%,0.9167333333333333
74.9,55114,74.9%,0.9185666666666666
74.9,55224,74.9%,0.9204
74.8,55334,74.8%,0.9222333333333333
74.8,55444,74.8%,0.9240666666666667
74.7,55555,74.7%,0.9259166666666667
74.7,55664,74.7%,0.9277333333333333
74.6,55775,74.6%,0.9295833333333333
74.6,55884,74.6%,0.9314
74.5,55995,74.5%,0.93325
74.5,56104,74.5%,0.9350666666666667
74.4,56214,74.4%,0.9369
74.4,56325,74.4%,0.93875
74.3,56434,74.3%,0.9405666666666667
74.3,56545,74.3%,0.9424166666666667
74.2,56654,74.2%,0.9442333333333334
74.2,56765,74.2%,0.9460833333333334
74.1,56875,74.1%,0.9479166666666666
74.1,56985,74.1%,0.94975
74.0,57095,74.0%,0.9515833333333333
74.0,57205,74.0%,0.9534166666666667
73.9,57315,73.9%,0.95525
73.9,57425,73.9%,0.9570833333333333
73.8,57535,73.8%,0.9589166666666666
73.8,57645,73.8%,0.96075
73.7,57755,73.7%,0.9625833333333333
73.7,57865,73.7%,0.9644166666666667
73.6,57975,73.6%,0.96625
73.6,58085,73.6%,0.9680833333333333
73.5,58195,73.5%,0.9699166666666666
73.5,58305,73.5%,0.97175
73.4,58416,73.4%,0.9736
73.4,58525,73.4%,0.9754166666666667
73.3,58636,73.3%,0.9772666666666666
73.3,58745,73.3%,0.9790833333333333
73.2,58856,73.2%,0.9809333333333333
73.2,58966,73.2%,0.9827666666666667
73.1,59076,73.1%,0.9846
73.1,59186,73.1%,0.9864333333333334
73.0,59296,73.0%,0.9882666666666666
73.0,59406,73.0%,0.9901
72.9,59516,72.9%,0.9919333333333333
72.9,59626,72.9%,0.9937666666666667
72.8,59737,72.8%,0.9956166666666667
72.8,59846,72.8%,0.9974333333333333
72.7,59956,72.7%,0.9992666666666666
72.7,60066,72.7%,1.0011
72.6,60176,72.6%,1.0029333333333332
72.6,60286,72.6%,1.0047666666666666
72.5,60396,72.5%,1.0066
72.5,60507,72.5%,1.00845
72.4,60616,72.4%,1.0102666666666666
72.4,60727,72.4%,1.0121166666666668
72.3,60836,72.3%,1.0139333333333334
72.3,60947,72.3%,1.0157833333333333
72.2,61057,72.2%,1.0176166666666666
72.2,61167,72.2%,1.01945
72.1,61277,72.1%,1.0212833333333333
72.1,61387,72.1%,1.0231166666666667
72.0,61497,72.0%,1.02495
72.0,61607,72.0%,1.0267833333333334
71.9,61717,71.9%,1.0286166666666667
71.9,61828,71.9%,1.0304666666666666
71.8,61937,71.8%,1.0322833333333334
71.8,62048,71.8%,1.0341333333333333
71.7,62157,71.7%,1.03595
71.7,62268,71.7%,1.0378
71.6,62377,71.6%,1.0396166666666666
71.6,62488,71.6%,1.0414666666666668
71.5,62598,71.5%,1.0433
71.5,62708,71.5%,1.0451333333333332
71.4,62818,71.4%,1.0469666666666666
71.4,62928,71.4%,1.0488
71.3,63038,71.3%,1.0506333333333333
71.3,63149,71.3%,1.0524833333333334
71.2,63258,71.2%,1.0543
71.2,63369,71.2%,1.05615
71.1,63478,71.1%,1.0579666666666667
71.1,63588,71.1%,1.0598
71.0,63698,71.0%,1.0616333333333334
71.0,63808,71.0%,1.0634666666666666
70.9,63919,70.9%,1.0653166666666667
70.9,64028,70.9%,1.0671333333333333
70.8,64139,70.8%,1.0689833333333334
70.8,64249,70.8%,1.0708166666666667
70.7,64359,70.7%,1.07265
70.7,64470,70.7%,1.0745
70.6,64579,70.6%,1.0763166666666666
70.6,64690,70.6%,1.0781666666666667
70.5,64799,70.5%,1.0799833333333333
70.5,64910,70.5%,1.0818333333333334
70.4,65019,70.4%,1.08365
70.4,65130,70.4%,1.0855
70.3,65240,70.3%,1.0873333333333333
70.3,65350,70.3%,1.0891666666666666
70.2,65460,70.2%,1.091
70.2,65570,70.2%,1.0928333333333333
70.1,65680,70.1%,1.0946666666666667
70.1,65790,70.1%,1.0965
70.0,65900,70.0%,1.0983333333333334
70.0,66011,70.0%,1.1001833333333333
69.9,66120,69.9%,1.102
69.9,66231,69.9%,1.10385
69.8,66340,69.8%,1.1056666666666666
69.8,66451,69.8%,1.1075166666666667
69.7,66561,69.7%,1.10935
69.7,66670,69.7%,1.1111666666666666
69.6,66781,69.6%,1.1130166666666668
69.6,66890,69.6%,1.1148333333333333
69.5,67001,69.5%,1.1166833333333333
69.5,67110,69.5%,1.1185
69.4,67221,69.4%,1.12035
69.4,67331,69.4%,1.1221833333333333
69.3,67441,69.3%,1.1240166666666667
69.3,67551,69.3%,1.12585
69.2,67661,69.2%,1.1276833333333334
69.2,67771,69.2%,1.1295166666666667
69.1,67881,69.1%,1.13135
69.1,67991,69.1%,1.1331833333333334
69.0,68102,69.0%,1.1350333333333333
69.0,68211,69.0%,1.13685
68.9,68322,68.9%,1.1387
68.9,68431,68.9%,1.1405166666666666
68.8,68542,68.8%,1.1423666666666668
68.8,68652,68.8%,1.1442
68.7,68762,68.7%,1.1460333333333332
68.7,68872,68.7%,1.1478666666666666
68.6,68982,68.6%,1.1497
68.6,69092,68.6%,1.1515333333333333
68.5,69202,68.5%,1.1533666666666667
68.5,69312,68.5%,1.1552
68.4,69422,68.4%,1.1570333333333334
68.4,69532,68.4%,1.1588666666666667
68.3,69642,68.3%,1.1607
68.3,69752,68.3%,1.1625333333333334
68.2,69862,68.2%,1.1643666666666668
68.2,69972,68.2%,1.1662
68.1,70082,68.1%,1.1680333333333333
68.1,70193,68.1%,1.1698833333333334
68.0,70302,68.0%,1.1717
68.0,70413,68.0%,1.17355
67.9,70522,67.9%,1.1753666666666667
67.9,70633,67.9%,1.1772166666666666
67.8,70743,67.8%,1.17905
67.8,70853,67.8%,1.1808833333333333
67.7,70963,67.7%,1.1827166666666666
67.7,71073,67.7%,1.18455
67.6,71183,67.6%,1.1863833333333333
67.6,71293,67.6%,1.1882166666666667
67.5,71403,67.5%,1.19005
67.5,71514,67.5%,1.1919
67.4,71623,67.4%,1.1937166666666668
67.4,71733,67.4%,1.19555
67.3,71843,67.3%,1.1973833333333332
67.3,71953,67.3%,1.1992166666666666
67.2,72064,67.2%,1.2010666666666667
67.2,72173,67.2%,1.2028833333333333
67.1,72284,67.1%,1.2047333333333334
67.1,72393,67.1%,1.20655
67.0,72504,67.0%,1.2084
67.0,72613,67.0%,1.2102166666666667
66.9,72724,66.9%,1.2120666666666666
66.9,72834,66.9%,1.2139
66.8,72944,66.8%,1.2157333333333333
66.8,73054,66.8%,1.2175666666666667
66.7,73164,66.7%,1.2194
66.7,73274,66.7%,1.2212333333333334
66.6,73384,66.6%,1.2230666666666667
66.6,73494,66.6%,1.2249
66.5,73605,66.5%,1.22675
66.5,73714,66.5%,1.2285666666666666
66.4,73825,66.4%,1.2304166666666667
66.4,73934,66.4%,1.2322333333333333
66.3,74045,66.3%,1.2340833333333334
66.3,74155,66.3%,1.2359166666666668
66.2,74265,66.2%,1.23775
66.2,74375,66.2%,1.2395833333333333
66.1,74485,66.1%,1.2414166666666666
66.1,74595,66.1%,1.24325
66.0,74705,66.0%,1.2450833333333333
66.0,74815,66.0%,1.2469166666666667
65.9,74926,65.9%,1.2487666666666666
65.9,75035,65.9%,1.2505833333333334
65.8,75146,65.8%,1.2524333333333333
65.8,75255,65.8%,1.25425
65.7,75366,65.7%,1.2561
65.7,75475,65.7%,1.2579166666666666
65.6,75586,65.6%,1.2597666666666667
65.6,75696,65.6%,1.2616
65.5,75806,65.5%,1.2634333333333334
65.5,75916,65.5%,1.2652666666666668
65.4,76026,65.4%,1.2671
65.4,76136,65.4%,1.2689333333333332
65.3,76247,65.3%,1.2707833333333334
65.3,76356,65.3%,1.2726
65.2,76467,65.2%,1.27445
65.2,76576,65.2%,1.2762666666666667
65.1,76687,65.1%,1.2781166666666666
65.1,76796,65.1%,1.2799333333333334
65.0,76907,65.0%,1.2817833333333333
65.0,77017,65.0%,1.2836166666666666
64.9,77126,64.9%,1.2854333333333334
64.9,77237,64.9%,1.2872833333333333
64.8,77346,64.8%,1.2891
64.8,77457,64.8%,1.29095
64.7,77566,64.7%,1.2927666666666666
64.7,77677,64.7%,1.2946166666666667
64.6,77787,64.6%,1.29645
64.6,77897,64.6%,1.2982833333333332
64.5,78007,64.5%,1.3001166666666666
64.5,78117,64.5%,1.30195
