Id,Tempo (ms),RSSI (dBm),Checksum (bool),Lat (deg),Lon (deg),Alt (m),Hora,Min,Seg,Temp (Celsius),Pres (Pa),Hum (%),Ax (m/s2),Ay (m/s2),Az (m/s2)
46,5045,-85,1,-23.2125,-45.8667,623.0,12,00,00,45.61,101325,45,-0.02,0.24,10.05
47,5155,-85,1,-23.2125,-45.8667,623.5,12,00,00,45.75,101325,45,-0.02,0.22,10.03
48,5265,-85,1,-23.2125,-45.8667,624.0,12,00,00,45.94,101325,45,-0.08,0.23,10.08
49,5376,-85,1,-23.2125,-45.8667,624.5,12,00,00,45.85,101325,45,0.00,0.24,10.05
50,5485,-85,1,-23.2125,-45.8667,625.0,12,00,00,45.75,101325,45,-0.01,0.24,9.99
51,5595,-85,1,-23.2125,-45.8667,625.5,12,00,00,45.57,101325,45,-0.04,0.25,10.01
52,5704,-85,1,-23.2125,-45.8667,626.0,12,00,00,45.85,101325,45,-0.02,0.25,9.94
53,5815,-85,1,-23.2125,-45.8667,626.5,12,00,00,45.89,101325,45,-0.03,0.25,10.02
54,5924,-85,1,-23.2125,-45.8667,627.0,12,00,00,45.61,101325,45,0.00,0.26,9.98
55,6034,-85,1,-23.2125,-45.8667,627.5,12,00,00,45.89,101325,45,0.02,0.29,10.05
56,6145,-85,1,-23.2125,-45.8667,628.0,12,00,00,45.85,101325,45,-0.08,0.23,10.09
57,6254,-85,1,-23.2125,-45.8667,628.5,12,00,00,45.75,101325,45,-0.13,-0.07,10.48
58,6364,-85,1,-23.2125,-45.8667,629.0,12,00,00,45.61,101325,45,-0.39,-1.53,10.40
59,6474,-85,1,-23.2125,-45.8667,629.5,12,00,00,45.57,101325,45,-0.65,-2.43,9.56
60,6584,-85,1,-23.2125,-45.8667,630.0,12,00,00,45.94,101325,45,-0.01,-5.28,9.24
61,6694,-85,1,-23.2125,-45.8667,630.5,12,00,00,45.57,101325,45,0.38,-5.65,8.25
62,6804,-85,1,-23.2125,-45.8667,631.0,12,00,00,45.75,101325,45,-0.27,-6.11,5.98
63,6914,-85,1,-23.2125,-45.8667,631.5,12,00,00,45.89,101325,45,-0.55,-7.18,6.46
64,7024,-85,1,-23.2125,-45.8667,632.0,12,00,00,45.57,101325,45,-0.37,-6.33,6.42
65,7134,-85,1,-23.2125,-45.8667,632.5,12,00,00,45.75,101325,45,-0.47,-6.00,7.18
66,7243,-85,1,-23.2125,-45.8667,633.0,12,00,00,45.57,101325,45,-0.23,-4.96,6.21
67,7354,-85,1,-23.2125,-45.8667,633.5,12,00,00,45.89,101325,45,-0.32,-4.09,10.32
68,7463,-85,1,-23.2125,-45.8667,634.0,12,00,00,45.75,101325,45,0.93,-2.03,10.12
69,7574,-85,1,-23.2125,-45.8667,634.5,12,00,00,45.71,101325,45,2.07,-1.70,10.41
70,7684,-85,1,-23.2125,-45.8667,635.0,12,00,00,45.75,101325,45,0.02,-0.56,10.03
71,7793,-85,1,-23.2125,-45.8667,635.5,12,00,00,45.94,101325,45,0.22,-0.29,10.07
72,7904,-85,1,-23.2125,-45.8667,636.0,12,00,00,45.75,101325,45,0.05,-0.02,10.04
73,8013,-85,1,-23.2125,-45.8667,636.5,12,00,00,45.71,101325,45,0.20,0.08,10.12
74,8123,-85,1,-23.2125,-45.8667,637.0,12,00,00,45.85,101325,45,0.07,0.26,10.16
75,8233,-85,1,-23.2125,-45.8667,637.5,12,00,00,45.61,101325,45,0.10,0.16,9.98
76,8343,-85,1,-23.2125,-45.8667,638.0,12,00,00,45.75,101325,45,-0.01,0.18,9.94
77,8453,-85,1,-23.2125,-45.8667,638.5,12,00,00,45.85,101325,45,-0.03,0.21,10.03
78,8562,-85,1,-23.2125,-45.8667,639.0,12,00,00,45.85,101325,45,-0.06,0.25,9.95
79,8673,-85,1,-23.2125,-45.8667,639.5,12,00,00,45.75,101325,45,0.12,0.09,9.84
80,8782,-85,1,-23.2125,-45.8667,640.0,12,00,00,45.75,101325,45,0.01,0.38,9.94
81,8892,-85,1,-23.2125,-45.8667,640.5,12,00,00,45.71,101325,45,-0.09,0.46,9.94
82,9001,-85,1,-23.2125,-45.8667,641.0,12,00,00,45.61,101325,45,-0.10,0.60,10.02
83,9112,-85,1,-23.2125,-45.8667,641.5,12,00,00,45.42,101325,45,-0.12,0.69,9.95
84,9222,-85,1,-23.2125,-45.8667,642.0,12,00,00,45.57,101325,45,-0.06,0.68,9.99
85,9331,-85,1,-23.2125,-45.8667,642.5,12,00,00,45.61,101325,45,-0.07,0.64,9.95
86,9442,-85,1,-23.2125,-45.8667,643.0,12,00,00,45.57,101325,45,-0.04,0.72,9.98
87,9551,-85,1,-23.2125,-45.8667,643.5,12,00,00,45.61,101325,45,-0.13,0.70,9.92
88,9661,-85,1,-23.2125,-45.8667,644.0,12,00,00,45.85,101325,45,-0.10,0.70,10.05
89,9772,-85,1,-23.2125,-45.8667,644.5,12,00,00,45.75,101325,45,-0.45,0.45,10.28
90,9881,-85,1,-23.2125,-45.8667,645.0,12,00,00,45.42,101325,45,-0.90,-0.96,10.33
91,9991,-85,1,-23.2125,-45.8667,645.5,12,00,00,45.75,101325,45,-0.47,-4.03,11.31
92,10101,-85,1,-23.2125,-45.8667,646.0,12,00,00,45.85,101325,45,-0.07,-5.54,7.97
93,10211,-85,1,-23.2125,-45.8667,646.5,12,00,00,45.38,101325,45,0.39,-6.45,7.25
94,10321,-85,1,-23.2125,-45.8667,647.0,12,00,00,45.89,101325,45,0.30,-6.59,5.11
95,10431,-85,1,-23.2125,-45.8667,647.5,12,00,00,45.24,101325,45,0.50,-7.97,5.17
96,10541,-85,1,-23.2125,-45.8667,648.0,12,00,00,45.71,101325,45,0.87,-7.79,5.50
97,10651,-85,1,-23.2125,-45.8667,648.5,12,00,00,45.71,101325,45,1.01,-7.68,5.39
98,10761,-85,1,-23.2125,-45.8667,649.0,12,00,00,45.94,101325,45,1.00,-6.85,6.87
99,10870,-85,1,-23.2125,-45.8667,649.5,12,00,00,45.57,101325,45,2.45,-6.02,7.10
100,10981,-85,1,-23.2125,-45.8667,650.0,12,00,00,45.61,101325,45,2.21,-4.76,9.08
101,11090,-85,1,-23.2125,-45.8667,650.5,12,00,00,45.61,101325,45,1.64,-3.92,9.76
102,11201,-85,1,-23.2125,-45.8667,651.0,12,00,00,45.57,101325,45,2.30,-3.28,9.76
103,11311,-85,1,-23.2125,-45.8667,651.5,12,00,00,45.94,101325,45,2.36,-3.28,9.88
104,11421,-85,1,-23.2125,-45.8667,652.0,12,00,00,45.89,101325,45,2.18,-2.70,9.60
105,11531,-85,1,-23.2125,-45.8667,652.5,12,00,00,45.61,101325,45,1.82,-2.60,9.20
106,11641,-85,1,-23.2125,-45.8667,653.0,12,00,00,45.71,101325,45,1.86,-2.65,8.91
107,11751,-85,1,-23.2125,-45.8667,653.5,12,00,00,45.61,101325,45,1.54,-2.66,9.26
108,11860,-85,1,-23.2125,-45.8667,654.0,12,00,00,45.89,101325,45,1.66,-2.79,9.11
109,11971,-85,1,-23.2125,-45.8667,654.5,12,00,00,45.57,101325,45,1.92,-2.81,9.35
110,12081,-85,1,-23.2125,-45.8667,655.0,12,00,00,45.75,101325,45,1.63,-2.79,9.53
111,12191,-85,1,-23.2125,-45.8667,655.5,12,00,00,45.94,101325,45,1.83,-2.99,9.49
112,12301,-85,1,-23.2125,-45.8667,656.0,12,00,00,45.71,101325,45,1.86,-3.14,9.55
113,12411,-85,1,-23.2125,-45.8667,656.5,12,00,00,45.52,101325,45,1.97,-3.19,9.40
114,12521,-85,1,-23.2125,-45.8667,657.0,12,00,00,45.42,101325,45,2.05,-3.07,9.31
115,12632,-85,1,-23.2125,-45.8667,657.5,12,00,00,45.75,101325,45,1.74,-3.27,9.33
116,12741,-85,1,-23.2125,-45.8667,658.0,12,00,00,45.94,101325,45,1.87,-3.17,9.30
117,12851,-85,1,-23.2125,-45.8667,658.5,12,00,00,45.71,101325,45,2.21,-3.34,9.15
118,12961,-85,1,-23.2125,-45.8667,659.0,12,00,00,45.61,101325,45,2.21,-3.45,9.47
119,13071,-85,1,-23.2125,-45.8667,659.5,12,00,00,45.75,101325,45,3.29,-3.17,9.53
120,13181,-85,1,-23.2125,-45.8667,660.0,12,00,00,45.75,101325,45,4.06,-1.77,8.29
121,13291,-85,1,-23.2125,-45.8667,660.5,12,00,00,45.71,101325,45,3.78,-1.90,8.64
122,13402,-85,1,-23.2125,-45.8667,661.0,12,00,00,45.75,101325,45,3.53,-1.71,8.86
123,13511,-85,1,-23.2125,-45.8667,661.5,12,00,00,45.57,101325,45,3.44,-1.99,9.33
124,13622,-85,1,-23.2125,-45.8667,662.0,12,00,00,45.75,101325,45,3.50,-1.77,8.98
125,13731,-85,1,-23.2125,-45.8667,662.5,12,00,00,45.61,101325,45,3.46,-2.07,9.38
126,13841,-85,1,-23.2125,-45.8667,663.0,12,00,00,45.85,101325,45,3.57,-1.91,9.22
127,13952,-85,1,-23.2125,-45.8667,663.5,12,00,00,46.08,101325,45,3.35,-2.04,8.89
128,14061,-85,1,-23.2125,-45.8667,664.0,12,00,00,45.75,101325,45,3.31,-1.95,9.08
129,14172,-85,1,-23.2125,-45.8667,664.5,12,00,00,45.61,101325,45,2.91,-2.29,9.16
130,14281,-85,1,-23.2125,-45.8667,665.0,12,00,00,45.85,101325,45,2.64,-2.26,8.98
131,14392,-85,1,-23.2125,-45.8667,665.5,12,00,00,45.89,101325,45,2.12,-2.40,9.24
132,14501,-85,1,-23.2125,-45.8667,666.0,12,00,00,45.71,101325,45,0.77,-2.55,9.75
133,14612,-85,1,-23.2125,-45.8667,666.5,12,00,00,45.52,101325,45,1.12,-2.70,9.73
134,14722,-85,1,-23.2125,-45.8667,667.0,12,00,00,45.71,101325,45,1.12,-2.47,9.73
135,14831,-85,1,-23.2125,-45.8667,667.5,12,00,00,45.75,101325,45,0.95,-2.52,9.55
136,14942,-85,1,-23.2125,-45.8667,668.0,12,00,00,45.71,101325,45,1.19,-2.38,9.54
137,15051,-85,1,-23.2125,-45.8667,668.5,12,00,00,45.42,101325,45,0.86,-2.40,9.37
138,15162,-85,1,-23.2125,-45.8667,669.0,12,00,00,45.38,101325,45,1.29,-2.44,9.47
139,15271,-85,1,-23.2125,-45.8667,669.5,12,00,00,45.75,101325,45,1.09,-2.45,9.54
140,15382,-85,1,-23.2125,-45.8667,670.0,12,00,00,45.85,101325,45,0.97,-2.56,9.62
141,15492,-85,1,-23.2125,-45.8667,670.5,12,00,00,45.75,101325,45,1.50,-2.57,9.51
142,15602,-85,1,-23.2125,-45.8667,671.0,12,00,00,45.75,101325,45,1.09,-2.66,10.03
143,15712,-85,1,-23.2125,-45.8667,671.5,12,00,00,45.89,101325,45,2.19,-2.47,9.65
144,15822,-85,1,-23.2125,-45.8667,672.0,12,00,00,45.57,101325,45,1.75,-2.27,9.30
145,15932,-85,1,-23.2125,-45.8667,672.5,12,00,00,45.89,101325,45,2.14,-2.24,9.64
146,16041,-85,1,-23.2125,-45.8667,673.0,12,00,00,45.61,101325,45,1.96,-2.36,9.52
147,16152,-85,1,-23.2125,-45.8667,673.5,12,00,00,45.75,101325,45,1.93,-2.34,9.51
148,16262,-85,1,-23.2125,-45.8667,674.0,12,00,00,45.71,101325,45,2.01,-2.58,9.40
149,16372,-85,1,-23.2125,-45.8667,674.5,12,00,00,45.75,101325,45,2.24,-2.59,9.32
150,16482,-85,1,-23.2125,-45.8667,675.0,12,00,00,45.75,101325,45,0.89,-2.29,9.44
151,16592,-85,1,-23.2125,-45.8667,675.5,12,00,00,45.94,101325,45,1.77,-2.54,9.66
152,16702,-85,1,-23.2125,-45.8667,676.0,12,00,00,45.85,101325,45,2.70,-2.85,9.67
153,16813,-85,1,-23.2125,-45.8667,676.5,12,00,00,45.71,101325,45,0.60,-2.09,9.15
154,16922,-85,1,-23.2125,-45.8667,677.0,12,00,00,45.52,101325,45,1.50,-2.37,9.04
155,17033,-85,1,-23.2125,-45.8667,677.5,12,00,00,45.57,101325,45,2.12,-2.49,9.24
156,17142,-85,1,-23.2125,-45.8667,678.0,12,00,00,46.04,101325,45,0.67,-2.15,9.31
157,17252,-85,1,-23.2125,-45.8667,678.5,12,00,00,45.57,101325,45,2.49,-2.60,9.53
158,17362,-85,1,-23.2125,-45.8667,679.0,12,00,00,45.61,101325,45,1.33,-2.37,9.04
159,17472,-85,1,-23.2125,-45.8667,679.5,12,00,00,45.57,101325,45,2.52,-2.62,9.19
160,17583,-85,1,-23.2125,-45.8667,680.0,12,00,00,45.52,101325,45,0.88,-2.02,8.51
161,17692,-85,1,-23.2125,-45.8667,680.5,12,00,00,45.89,101325,45,1.01,-4.70,18.14
162,17803,-85,1,-23.2125,-45.8667,681.0,12,00,00,45.61,101325,45,0.44,-0.97,9.22
163,17912,-85,1,-23.2125,-45.8667,681.5,12,00,00,45.85,101325,45,-0.60,-1.83,9.41
164,18023,-85,1,-23.2125,-45.8667,682.0,12,00,00,45.75,101325,45,-0.53,-0.73,9.88
165,18132,-85,1,-23.2125,-45.8667,682.5,12,00,00,45.61,101325,45,0.08,-1.32,9.62
166,18243,-85,1,-23.2125,-45.8667,683.0,12,00,00,45.61,101325,45,-0.11,-0.59,10.10
167,18353,-85,1,-23.2125,-45.8667,683.5,12,00,00,45.75,101325,45,0.10,-0.70,10.13
168,18463,-85,1,-23.2125,-45.8667,684.0,12,00,00,45.57,101325,45,-0.06,0.22,10.12
169,18573,-85,1,-23.2125,-45.8667,684.5,12,00,00,45.57,101325,45,0.37,-0.12,10.21
170,18683,-85,1,-23.2125,-45.8667,685.0,12,00,00,45.57,101325,45,-0.09,0.31,9.98
171,18793,-85,1,-23.2125,-45.8667,685.5,12,00,00,45.61,101325,45,-0.08,0.29,10.04
172,18904,-85,1,-23.2125,-45.8667,686.0,12,00,00,45.61,101325,45,-0.04,0.31,9.97
173,19013,-85,1,-23.2125,-45.8667,686.5,12,00,00,45.71,101325,45,-1.37,0.57,9.80
174,19124,-85,1,-23.2125,-45.8667,687.0,12,00,00,45.61,101325,45,0.07,1.43,10.62
175,19233,-85,1,-23.2125,-45.8667,687.5,12,00,00,45.61,101325,45,0.25,0.26,9.86
176,19344,-85,1,-23.2125,-45.8667,688.0,12,00,00,45.89,101325,45,-0.04,0.27,10.00
177,19453,-85,1,-23.2125,-45.8667,688.5,12,00,00,45.61,101325,45,-0.02,0.32,10.01
178,19564,-85,1,-23.2125,-45.8667,689.0,12,00,00,45.75,101325,45,-0.16,0.46,10.01
179,19674,-85,1,-23.2125,-45.8667,689.5,12,00,00,45.85,101325,45,-0.14,0.35,9.98
180,19784,-85,1,-23.2125,-45.8667,690.0,12,00,00,45.89,101325,45,0.10,0.23,9.97
181,19894,-85,1,-23.2125,-45.8667,690.5,12,00,00,45.57,101325,45,0.07,-0.06,9.94
182,20003,-85,1,-23.2125,-45.8667,691.0,12,00,00,45.75,101325,45,-0.05,0.14,10.11
183,20114,-85,1,-23.2125,-45.8667,691.5,12,00,00,45.71,101325,45,-0.04,0.21,10.01
184,20225,-85,1,-23.2125,-45.8667,692.0,12,00,00,45.61,101325,45,-0.04,0.23,9.94
185,20334,-85,1,-23.2125,-45.8667,692.5,12,00,00,45.75,101325,45,-0.08,0.23,9.98
186,20444,-85,1,-23.2125,-45.8667,693.0,12,00,00,45.85,101325,45,-0.02,0.20,9.98
187,20554,-85,1,-23.2125,-45.8667,693.5,12,00,00,45.85,101325,45,-0.08,0.22,9.99
188,20664,-85,1,-23.2125,-45.8667,694.0,12,00,00,45.75,101325,45,-0.05,0.19,9.99
189,20774,-85,1,-23.2125,-45.8667,694.5,12,00,00,45.57,101325,45,-0.04,0.23,10.07
190,20884,-85,1,-23.2125,-45.8667,695.0,12,00,00,45.61,101325,45,-0.02,0.19,9.97
191,20995,-85,1,-23.2125,-45.8667,695.5,12,00,00,45.75,101325,45,-0.02,0.22,9.92
192,21104,-85,1,-23.2125,-45.8667,696.0,12,00,00,45.75,101325,45,-0.05,0.19,9.95
193,21215,-85,1,-23.2125,-45.8667,696.5,12,00,00,45.57,101325,45,-0.00,0.22,10.02
194,21324,-85,1,-23.2125,-45.8667,697.0,12,00,00,45.52,101325,45,-0.03,0.23,9.98
195,21435,-85,1,-23.2125,-45.8667,697.5,12,00,00,45.94,101325,45,-0.02,0.16,10.04
196,21544,-85,1,-23.2125,-45.8667,698.0,12,00,00,45.61,101325,45,-0.01,0.22,9.95
197,21655,-85,1,-23.2125,-45.8667,698.5,12,00,00,45.42,101325,45,-0.03,0.21,10.03
198,21765,-85,1,-23.2125,-45.8667,699.0,12,00,00,45.85,101325,45,0.00,0.20,10.02
199,21875,-85,1,-23.2125,-45.8667,699.5,12,00,00,45.75,101325,45,-0.05,0.21,10.00
200,21985,-85,1,-23.2125,-45.8667,700.0,12,00,00,45.38,101325,45,-0.04,0.27,10.00
201,22095,-85,1,-23.2125,-45.8667,700.5,12,00,00,45.57,101325,45,-0.02,0.22,10.02
202,22205,-85,1,-23.2125,-45.8667,701.0,12,00,00,45.85,101325,45,-0.03,0.19,9.96
203,22316,-85,1,-23.2125,-45.8667,701.5,12,00,00,45.61,101325,45,-0.02,0.21,9.97
204,22425,-85,1,-23.2125,-45.8667,702.0,12,00,00,45.89,101325,45,-0.05,0.23,9.98
205,22536,-85,1,-23.2125,-45.8667,702.5,12,00,00,45.57,101325,45,-0.02,0.23,9.98
206,22645,-85,1,-23.2125,-45.8667,703.0,12,00,00,46.04,101325,45,-0.05,0.20,10.01
207,22755,-85,1,-23.2125,-45.8667,703.5,12,00,00,45.89,101325,45,-0.06,0.23,9.94
208,22865,-85,1,-23.2125,-45.8667,704.0,12,00,00,45.85,101325,45,-0.18,0.25,10.32
209,22975,-85,1,-23.2125,-45.8667,704.5,12,00,00,45.75,101325,45,-0.04,0.28,9.97
210,23086,-85,1,-23.2125,-45.8667,705.0,12,00,00,45.75,101325,45,-0.04,0.25,10.06
211,23195,-85,1,-23.2125,-45.8667,705.5,12,00,00,45.75,101325,45,-0.04,0.26,9.99
212,23306,-85,1,-23.2125,-45.8667,706.0,12,00,00,46.04,101325,45,-0.04,0.24,10.05
213,23415,-85,1,-23.2125,-45.8667,706.5,12,00,00,45.57,101325,45,-0.02,0.26,10.01
214,23526,-85,1,-23.2125,-45.8667,707.0,12,00,00,45.85,101325,45,-0.01,0.22,10.09
215,23636,-85,1,-23.2125,-45.8667,707.5,12,00,00,46.04,101325,45,-0.02,0.24,9.94
216,23746,-85,1,-23.2125,-45.8667,708.0,12,00,00,45.75,101325,45,-0.03,0.23,9.98
217,23856,-85,1,-23.2125,-45.8667,708.5,12,00,00,45.61,101325,45,-0.01,0.21,10.01
218,23966,-85,1,-23.2125,-45.8667,709.0,12,00,00,45.42,101325,45,-0.01,0.21,10.02
219,24076,-85,1,-23.2125,-45.8667,709.5,12,00,00,45.33,101325,45,-0.04,0.20,9.96
220,24186,-85,1,-23.2125,-45.8667,710.0,12,00,00,45.57,101325,45,-0.04,0.22,10.04
221,24296,-85,1,-23.2125,-45.8667,710.5,12,00,00,45.61,101325,45,-0.00,0.21,9.99
222,24407,-85,1,-23.2125,-45.8667,711.0,12,00,00,45.71,101325,45,-0.03,0.21,10.00
223,24516,-85,1,-23.2125,-45.8667,711.5,12,00,00,45.71,101325,45,-0.01,0.23,10.01
224,24627,-85,1,-23.2125,-45.8667,712.0,12,00,00,45.75,101325,45,0.00,0.24,9.96
225,24736,-85,1,-23.2125,-45.8667,712.5,12,00,00,45.52,101325,45,-0.04,0.24,10.00
226,24847,-85,1,-23.2125,-45.8667,713.0,12,00,00,45.85,101325,45,-0.06,0.22,10.01
227,24956,-85,1,-23.2125,-45.8667,713.5,12,00,00,45.61,101325,45,-0.02,0.27,10.10
228,25067,-85,1,-23.2125,-45.8667,714.0,12,00,00,45.75,101325,45,0.00,0.24,10.05
229,25177,-85,1,-23.2125,-45.8667,714.5,12,00,00,45.75,101325,45,-0.03,0.23,10.00
230,25287,-85,1,-23.2125,-45.8667,715.0,12,00,00,45.75,101325,45,-0.00,0.21,10.02
231,25397,-85,1,-23.2125,-45.8667,715.5,12,00,00,45.85,101325,45,-0.02,0.21,9.99
232,25507,-85,1,-23.2125,-45.8667,716.0,12,00,00,45.61,101325,45,-0.01,0.23,10.03
233,25617,-85,1,-23.2125,-45.8667,716.5,12,00,00,45.85,101325,45,-0.02,0.23,9.98
234,25728,-85,1,-23.2125,-45.8667,717.0,12,00,00,45.71,101325,45,0.01,0.25,10.03
235,25837,-85,1,-23.2125,-45.8667,717.5,12,00,00,45.75,101325,45,-0.02,0.21,9.99
236,25948,-85,1,-23.2125,-45.8667,718.0,12,00,00,46.04,101325,45,-0.06,0.22,10.01
237,26057,-85,1,-23.2125,-45.8667,718.5,12,00,00,45.89,101325,45,-0.09,0.19,10.02
238,26168,-85,1,-23.2125,-45.8667,719.0,12,00,00,45.94,101325,45,-0.01,0.25,10.00
239,26277,-85,1,-23.2125,-45.8667,719.5,12,00,00,45.57,101325,45,-0.04,0.20,10.04
240,26388,-85,1,-23.2125,-45.8667,720.0,12,00,00,45.38,101325,45,-0.02,0.27,9.97
241,26498,-85,1,-23.2125,-45.8667,720.5,12,00,00,45.75,101325,45,0.01,0.22,9.98
242,26608,-85,1,-23.2125,-45.8667,721.0,12,00,00,46.04,101325,45,0.04,0.20,9.97
243,26718,-85,1,-23.2125,-45.8667,721.5,12,00,00,45.75,101325,45,-0.05,0.24,10.06
244,26828,-85,1,-23.2125,-45.8667,722.0,12,00,00,45.71,101325,45,-0.08,0.18,10.01
245,26938,-85,1,-23.2125,-45.8667,722.5,12,00,00,45.52,101325,45,-0.03,0.23,10.02
246,27048,-85,1,-23.2125,-45.8667,723.0,12,00,00,45.61,101325,45,-0.05,0.19,9.99
247,27158,-85,1,-23.2125,-45.8667,723.5,12,00,00,45.75,101325,45,-0.03,0.25,9.98
248,27269,-85,1,-23.2125,-45.8667,724.0,12,00,00,45.75,101325,45,-0.03,0.19,9.99
249,27378,-85,1,-23.2125,-45.8667,724.5,12,00,00,45.61,101325,45,-0.03,0.25,9.99
250,27489,-85,1,-23.2125,-45.8667,725.0,12,00,00,45.75,101325,45,-0.04,0.26,9.96
251,27598,-85,1,-23.2125,-45.8667,725.5,12,00,00,45.52,101325,45,-0.06,0.20,9.93
252,27708,-85,1,-23.2125,-45.8667,726.0,12,00,00,45.71,101325,45,-0.00,0.19,10.02
253,27819,-85,1,-23.2125,-45.8667,726.5,12,00,00,45.71,101325,45,-0.04,0.25,9.98
254,27928,-85,1,-23.2125,-45.8667,727.0,12,00,00,45.61,101325,45,0.00,0.17,10.00
255,28039,-85,1,-23.2125,-45.8667,727.5,12,00,00,45.75,101325,45,-0.03,0.22,10.03
